"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","Depth","Water1","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
2,"2014-06-15",86,64,75,"M",58,65,0,10,"-","-"," ","M","M","M","  T",29.24,29.89,13.4,19,14.5
1,"2014-06-16",88,67,78,9,61,67,0,13,416,1929," ",0,"M",0,0,29.24,29.97,7.4,21,8.7
2,"2014-06-16",90,69,80,"M",64,70,0,15,"-","-"," ","M","M","M",0,29.31,29.96,7.1,21,8.8
1,"2014-06-17",91,77,84,15,64,70,0,19,416,1929,"RA",0,"M",0,"  T",29.15,29.86,9.1,22,12.6
2,"2014-06-17",93,79,86,"M",68,74,0,21,"-","-"," ","M","M","M",0,29.22,29.85,11.5,21,13.9
1,"2014-06-18",82,61,72,2,63,66,0,7,416,1929,"TS TSRA BR HZ",0,"M",0,0.65,29.24,29.93,2,23,10.2
2,"2014-06-18",85,63,74,"M",67,70,0,9,"-","-","TS TSRA RA BR","M","M","M",0.8,29.29,29.92,3.3,23,10.6
1,"2014-06-19",79,59,69,-1,61,64,0,4,416,1930,"TSRA FG+ BR HZ",0,"M",0,0.32,29.33,30.04,6,7,8.2
2,"2014-06-19",82,60,71,"M",66,68,0,6,"-","-","TSRA RA BR HZ","M","M","M",0.39,29.39,30.03,5.4,6,7.6
1,"2014-06-20",85,63,74,4,63,67,0,9,416,1930,"BR HZ",0,"M",0,0.01,29.23,29.94,2.6,30,8.5
2,"2014-06-20",86,66,76,"M",67,70,0,11,"-","-","RA BR VCFG","M","M","M",0.03,29.28,29.93,2.6,29,8.8
1,"2014-06-21",84,60,72,2,62,65,0,7,416,1930,"RA BR",0,"M",0,1.28,29.21,29.92,0.7,17,7.3
2,"2014-06-21",85,63,74,"M",65,67,0,9,"-","-","RA BR","M","M","M",0.73,29.26,29.91,2.1,17,6.5
1,"2014-06-22",82,63,73,3,61,64,0,8,417,1931,"FG+ BR HZ",0,"M",0,0,29.16,29.88,4.4,7,4.9
2,"2014-06-22",82,66,74,"M",64,67,0,9,"-","-","BR","M","M","M",0,29.23,29.87,4.8,8,5.8
1,"2014-06-23",81,66,74,4,65,68,0,9,417,1931,"RA BR",0,"M",0,0.05,29.11,29.83,2.9,22,5.5
2,"2014-06-23",84,69,77,"M",69,71,0,12,"-","-","RA BR","M","M","M",0.16,29.18,29.82,1.9,22,5.5
1,"2014-06-24",87,70,79,8,65,69,0,14,417,1931,"TSRA RA",0,"M",0,0.41,29.15,29.85,0.8,36,4.7
2,"2014-06-24",85,70,78,"M",70,72,0,13,"-","-","RA BR","M","M","M",1.15,29.21,29.83,0.9,15,5.7
1,"2014-06-25",80,59,70,-1,58,61,0,5,417,1931,"FG+ FG BR HZ",0,"M",0,"  T",29.28,29.98,6.8,4,7.3
2,"2014-06-25",79,62,71,"M",63,65,0,6,"-","-","BR HZ","M","M","M",0.02,29.34,29.96,5.3,4,6.2
1,"2014-06-26",78,59,69,-2,57,61,0,4,418,1931,"BR HZ",0,"M",0,0,29.34,30.04,6.2,5,6.8
2,"2014-06-26",77,60,69,"M",60,63,0,4,"-","-","BR HZ","M","M","M",0,29.38,30.03,5.5,6,7.1
1,"2014-06-27",88,59,74,3,62,67,0,9,418,1931,"FG BR HZ",0,"M",0,"  T",29.28,30,7.9,16,9.8
2,"2014-06-27",91,62,77,"M",65,70,0,12,"-","-","BR HZ","M","M","M",0,29.34,29.98,7.2,16,9
1,"2014-06-28",87,71,79,8,67,70,0,14,419,1931," ",0,"M",0,0,29.23,29.96,11.8,18,12.1
2,"2014-06-28",88,75,82,"M",70,73,0,17,"-","-","TS TSRA","M","M","M",0.16,29.31,29.95,11.1,17,11.7
1,"2014-06-29",85,69,77,6,67,71,0,12,419,1931,"RA",0,"M",0,0.07,29.2,29.9,12.3,21,12.9
2,"2014-06-29",88,71,80,"M",70,73,0,15,"-","-"," ","M","M","M",0.04,29.26,29.89,12.4,21,13.2
1,"2014-06-30",87,67,77,5,67,70,0,12,419,1931,"TS TSRA RA",0,"M",0,2.6,29.05,29.77,6.3,20,12.6
2,"2014-06-30",88,68,78,"M",71,73,0,13,"-","-","TS TSRA RA BR","M","M","M",2.06,29.1,29.75,9,19,12.7
1,"2014-07-01",80,67,74,2,60,65,0,9,420,1931,"RA",0,"M",0,"  T",29.02,29.72,12.3,24,12.4
2,"2014-07-01",84,68,76,"M",64,68,0,11,"-","-","RA DZ BR","M","M","M",0.04,29.08,29.71,14.9,24,14.6
1,"2014-07-02",70,56,63,-9,53,57,2,0,420,1931,"RA DZ BR HZ",0,"M",0,0.12,29.23,29.92,5.3,30,9.6
2,"2014-07-02",74,58,66,"M",56,60,0,1,"-","-","RA DZ BR HZ","M","M","M",0.12,29.28,29.9,6.3,30,9.7
1,"2014-07-03",76,56,66,-6,48,56,0,1,421,1931,"RA",0,"M",0,0.07,29.41,30.11,2.2,30,6.8
2,"2014-07-03",75,57,66,"M",51,58,0,1,"-","-","RA DZ BR","M","M","M",0.05,29.47,30.1,1.8,1,7
1,"2014-07-04",79,58,69,-3,48,57,0,4,422,1930,"HZ",0,"M",0,0,29.54,30.26,2.9,6,7.2
2,"2014-07-04",79,60,70,"M",50,59,0,5,"-","-","HZ","M","M","M",0,29.6,30.25,2.8,6,7.1
1,"2014-07-05",77,60,69,-3,54,60,0,4,422,1930,"RA HZ",0,"M",0,"  T",29.41,30.16,8,21,8.3
2,"2014-07-05",79,63,71,"M",55,62,0,6,"-","-","RA HZ","M","M","M",0.01,29.47,30.15,9.2,21,9.6
1,"2014-07-06",87,63,75,3,63,68,0,10,423,1930," ",0,"M",0,0,29.1,29.85,11.8,22,12.3
2,"2014-07-06",89,66,78,"M",66,70,0,13,"-","-"," ","M","M","M",0,29.17,29.84,12.5,22,12.9
1,"2014-07-07",88,71,80,8,63,69,0,15,423,1930,"TSRA",0,"M",0,0.63,29,29.72,6.9,27,8.6
2,"2014-07-07",89,72,81,"M",66,71,0,16,"-","-","TSRA","M","M","M",0.48,29.05,29.7,9.1,27,10.3
1,"2014-07-08",81,66,74,1,59,65,0,9,424,1929,"TSRA",0,"M",0,0.54,29.01,29.7,10.9,28,12
2,"2014-07-08",84,70,77,"M",62,68,0,12,"-","-","RA","M","M","M",0.48,29.07,29.69,11.5,27,13
1,"2014-07-09",80,62,71,-2,54,61,0,6,425,1929," ",0,"M",0,0,29.25,29.93,6.8,32,8.4
2,"2014-07-09",81,64,73,"M",58,64,0,8,"-","-"," ","M","M","M",0,29.31,29.91,3,1,6.1
1,"2014-07-10",79,60,70,-3,53,60,0,5,425,1929," ",0,"M",0,0,29.42,30.13,4.1,10,4.4
2,"2014-07-10",78,63,71,"M",56,62,0,6,"-","-"," ","M","M","M",0,29.49,30.11,4.5,9,5.4
1,"2014-07-11",81,60,71,-2,54,61,0,6,426,1928,"RA",0,"M",0,0.01,29.42,30.14,5.1,18,5.4
2,"2014-07-11",83,63,73,"M",54,63,0,8,"-","-"," ","M","M","M","  T",29.48,30.13,5.5,17,6.5
1,"2014-07-12",80,70,75,2,66,69,0,10,427,1928,"RA BR",0,"M",0,0.47,29.23,29.97,9.1,20,10.5
2,"2014-07-12",81,70,76,"M",69,72,0,11,"-","-","TSRA RA BR","M","M","M",3.31,29.3,29.96,8.6,21,10.6
1,"2014-07-13",85,68,77,4,61,67,0,12,428,1927," ",0,"M",0,0.01,29.18,29.9,8.9,28,9.7
2,"2014-07-13",86,71,79,"M",65,69,0,14,"-","-"," ","M","M","M",0.04,29.24,29.88,9.1,27,10
1,"2014-07-14",80,61,71,-2,54,61,0,6,428,1927," ",0,"M",0,0.2,29.11,29.83,7.3,31,8.1
2,"2014-07-14",81,64,73,"M",57,63,0,8,"-","-"," ","M","M","M",0.37,29.17,29.81,5.9,30,7.4
1,"2014-07-15",70,55,63,-11,50,56,2,0,429,1926,"RA",0,"M",0,0.05,29.21,29.91,10,30,10.5
2,"2014-07-15",71,57,64,"M",53,58,1,0,"-","-","RA","M","M","M",0.05,29.26,29.91,10,29,10.4
1,"2014-07-16",72,55,64,-10,47,55,1,0,430,1925," ",0,"M",0,0,29.29,30,3.3,2,7.4
2,"2014-07-16",73,56,65,"M",50,57,0,0,"-","-"," ","M","M","M",0,29.36,30,3.2,2,7.1
1,"2014-07-17",78,54,66,-8,50,57,0,1,431,1925," ",0,"M",0,0,29.37,30.08,3,12,5.5
2,"2014-07-17",78,58,68,"M",53,60,0,3,"-","-"," ","M","M","M",0,29.43,30.07,2.5,15,5.1
1,"2014-07-18",79,59,69,-5,53,60,0,4,432,1924," ",0,"M",0,0,29.39,30.12,5.7,14,6.9
2,"2014-07-18",81,64,73,"M",55,62,0,8,"-","-"," ","M","M","M",0,29.46,30.1,4.9,16,6.2
1,"2014-07-19",80,57,69,-5,52,60,0,4,433,1923,"HZ",0,"M",0,0,29.33,30.05,4.2,11,4.6
2,"2014-07-19",80,62,71,"M",56,63,0,6,"-","-"," ","M","M","M",0,29.39,30.04,3.2,9,4.3
1,"2014-07-20",82,60,71,-3,56,63,0,6,433,1923," ",0,"M",0,0,29.31,30.03,4,22,4.5
2,"2014-07-20",84,66,75,"M",59,65,0,10,"-","-"," ","M","M","M",0,29.37,30.01,3.8,23,4.4
1,"2014-07-21",86,63,75,1,61,66,0,10,434,1922," ",0,"M",0,0,29.34,30.05,6.9,20,7.2
2,"2014-07-21",87,68,78,"M",63,69,0,13,"-","-"," ","M","M","M",0,29.41,30.04,7.6,19,8
1,"2014-07-22",90,69,80,6,67,71,0,15,435,1921,"TS",0,"M",0,0.01,29.27,29.97,8.3,22,11.9
2,"2014-07-22",91,72,82,"M",70,74,0,17,"-","-","TSRA BR","M","M","M",0.19,29.34,29.96,9.6,21,12.9
1,"2014-07-23",75,59,67,-7,51,58,0,2,436,1920," ",0,"M",0,0,29.41,30.12,15.7,2,16.1
2,"2014-07-23",76,64,70,"M",56,61,0,5,"-","-"," ","M","M","M",0,29.47,"M",16.4,2,16.7
1,"2014-07-24",75,57,66,-8,47,56,0,1,437,1919," ",0,"M",0,0,29.39,30.11,6.2,5,8.8
2,"2014-07-24",75,60,68,"M",52,59,0,3,"-","-"," ","M","M","M",0,29.44,30.1,5,4,8.2
1,"2014-07-25",75,55,65,-9,54,60,0,0,438,1918," ",0,"M",0,"  T",29.24,29.98,8.4,21,9.1
2,"2014-07-25",77,60,69,"M",57,62,0,4,"-","-"," ","M","M","M","  T",29.31,29.97,8.7,21,9.2
1,"2014-07-26",84,68,76,2,63,67,0,11,439,1918," ",0,"M",0,0,29.1,29.83,3.9,24,5.5
2,"2014-07-26",85,70,78,"M",67,70,0,13,"-","-"," ","M","M","M",0,29.16,29.81,7,23,8.1
1,"2014-07-27",87,65,76,2,59,66,0,11,440,1917,"RA BR HZ",0,"M",0,0.02,29.08,29.77,12.2,30,15
2,"2014-07-27",89,66,78,"M",62,68,0,13,"-","-","BR","M","M","M",0.04,29.13,29.75,11.4,30,14.2
1,"2014-07-28",73,59,66,-8,48,56,0,1,441,1916," ",0,"M",0,0,29.33,30.03,9.2,36,11.1
2,"2014-07-28",73,62,68,"M",50,58,0,3,"-","-"," ","M","M","M",0,29.38,30.01,10,36,12.2
1,"2014-07-29",81,58,70,-4,53,60,0,5,442,1915," ",0,"M",0,0.01,29.28,30,8.4,30,9.6
2,"2014-07-29",81,60,71,"M",55,62,0,6,"-","-"," ","M","M","M",0,29.34,29.99,4.8,29,8
1,"2014-07-30",79,59,69,-5,54,60,0,4,443,1914," ",0,"M",0,0,29.29,30.01,2.2,33,7
2,"2014-07-30",80,61,71,"M",58,62,0,6,"-","-"," ","M","M","M",0,29.36,30,1.1,6,5.4
1,"2014-07-31",84,59,72,-2,55,62,0,7,444,1913," ",0,"M",0,0,29.3,30.01,8,26,8.4
2,"2014-07-31",85,63,74,"M",59,65,0,9,"-","-","BR HZ","M","M","M",0,29.36,30,7.6,25,8.5
1,"2014-08-01",85,62,74,1,56,63,0,9,445,1911," ",0,"M",0,0.15,29.34,30.06,2.4,22,6.9
2,"2014-08-01",83,67,75,"M",60,65,0,10,"-","-","TSRA RA HZ","M","M","M",0.21,29.41,30.05,5.5,23,7.3
1,"2014-08-02",86,59,73,0,53,61,0,8,446,1910," ",0,"M",0,0,29.4,30.11,1.6,4,4.2
2,"2014-08-02",84,63,74,"M",56,63,0,9,"-","-"," ","M","M","M",0,29.46,30.1,2.6,5,4.6
1,"2014-08-03",87,62,75,2,58,65,0,10,447,1909," ",0,"M",0,0,29.38,30.09,4.5,26,6.9
2,"2014-08-03",87,66,77,"M",62,67,0,12,"-","-"," ","M","M","M",0,29.44,30.08,2.6,20,6.5
1,"2014-08-04",87,67,77,4,60,65,0,12,448,1908,"TSRA RA BR",0,"M",0,2.76,29.34,30.06,0.4,33,7.5
2,"2014-08-04",88,68,78,"M",64,69,0,13,"-","-","TSRA RA BR","M","M","M",1.82,29.39,30.04,3.3,30,8.9
1,"2014-08-05",80,64,72,-1,62,65,0,7,449,1907,"BR HZ",0,"M",0,"  T",29.31,30.03,4.8,3,6.3
2,"2014-08-05",80,68,74,"M",66,69,0,9,"-","-","RA BR","M","M","M",0.07,29.37,30.01,2.3,4,5.2
1,"2014-08-06",80,62,71,-2,54,61,0,6,450,1906," ",0,"M",0,0,29.34,30.05,5.1,3,6.3
2,"2014-08-06",81,65,73,"M",57,64,0,8,"-","-"," ","M","M","M",0,29.39,30.03,4.8,3,6.3
1,"2014-08-07",81,61,71,-2,56,63,0,6,451,1904," ",0,"M",0,0,29.34,30.06,8.3,8,9
2,"2014-08-07",81,69,75,"M",61,66,0,10,"-","-"," ","M","M","M",0,29.4,30.04,8.7,9,9.3
1,"2014-08-08",82,66,74,1,57,64,0,9,452,1903," ",0,"M",0,0,29.34,30.05,10.1,7,10.7
2,"2014-08-08",82,70,76,"M",60,66,0,11,"-","-"," ","M","M","M",0,29.39,30.03,10.7,7,11.1
1,"2014-08-09",80,66,73,0,57,63,0,8,453,1902," ",0,"M",0,0,29.34,30.07,8.6,6,9.1
2,"2014-08-09",80,68,74,"M",59,65,0,9,"-","-"," ","M","M","M",0,29.39,30.04,9.7,6,10.5
1,"2014-08-10",81,69,75,2,59,65,0,10,454,1900," ",0,"M",0,0,29.28,30,7.7,4,8.6
2,"2014-08-10",82,71,77,"M",62,67,0,12,"-","-"," ","M","M","M",0,29.33,29.98,7.2,4,8.4
1,"2014-08-11",82,67,75,2,63,67,0,10,455,1859,"TSRA RA BR",0,"M",0,0.85,29.11,29.84,4.4,32,6.8
2,"2014-08-11",84,68,76,"M",67,69,0,11,"-","-","RA BR","M","M","M",1.16,29.17,29.83,4,31,8.1
1,"2014-08-12",70,61,66,-7,55,59,0,1,456,1858,"RA",0,"M",0,0.07,29.17,29.87,11.2,32,12
2,"2014-08-12",70,63,67,"M",59,62,0,2,"-","-","RA BR","M","M","M",0.16,29.23,29.86,9.7,31,11.2
1,"2014-08-13",82,57,70,-3,55,61,0,5,457,1856," ",0,"M",0,0,29.29,29.99,4.6,31,9.3
2,"2014-08-13",83,59,71,"M",59,63,0,6,"-","-"," ","M","M","M",0,29.34,29.98,3.4,31,8
1,"2014-08-14",72,57,65,-7,48,56,0,0,458,1855," ",0,"M",0,0,29.35,30.07,7,5,7.7
2,"2014-08-14",73,61,67,"M",50,58,0,2,"-","-"," ","M","M","M",0,29.41,30.05,7.6,5,8.9
1,"2014-08-15",78,52,65,-7,50,58,0,0,459,1854," ",0,"M",0,0,29.28,30.02,5.2,24,6
2,"2014-08-15",79,55,67,"M",51,59,0,2,"-","-"," ","M","M","M",0,29.35,30.01,5.5,23,6.2
1,"2014-08-16",82,62,72,0,61,65,0,7,500,1852," ",0,"M",0,0,29.2,29.91,7.9,24,8.3
2,"2014-08-16",81,64,73,"M",64,67,0,8,"-","-"," ","M","M","M",0,29.26,29.9,7.9,22,8.3
1,"2014-08-17",71,64,68,-4,61,63,0,3,501,1851,"DZ BR HZ",0,"M",0,"  T",29.23,29.96,7.9,3,8.5
2,"2014-08-17",72,66,69,"M",64,66,0,4,"-","-","BR","M","M","M",0,29.29,29.94,7.8,2,8.6
