"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","Depth","Water1","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
1,"2013-07-19",96,71,84,10,70,75,0,19,433,1923,"TS BR",0,"M",0,0.58,29.1,29.83,13.3,25,14
2,"2013-07-19",97,75,86,"M",69,75,0,21,"-","-","TS","M","M","M","  T",29.17,29.82,13.4,24,13.9
1,"2013-07-20",89,71,80,6,64,69,0,15,433,1923," ",0,"M",0,0.06,29.17,29.86,4.8,1,7.5
2,"2013-07-20",88,72,80,"M",63,69,0,15,"-","-","RA","M","M","M",0.01,29.23,29.85,3.8,3,7.2
1,"2013-07-21",88,68,78,4,65,69,0,13,434,1922," ",0,"M",0,0.01,29.18,29.89,2.8,7,6.7
2,"2013-07-21",89,72,81,"M",63,69,0,16,"-","-"," ","M","M","M",0,29.24,29.88,2.9,11,7.9
1,"2013-07-22",87,71,79,5,66,71,0,14,435,1921,"TSRA RA",0,"M",0,"  T",29.07,29.78,4.9,24,7.4
2,"2013-07-22",90,72,81,"M",64,70,0,16,"-","-","TSRA","M","M","M","  T",29.14,29.77,5.2,21,7.4
1,"2013-07-23",78,63,71,-3,60,64,0,6,436,1920," ",0,"M",0,0.03,29.15,29.83,8.8,2,11
2,"2013-07-23",80,65,73,"M",58,64,0,8,"-","-"," ","M","M","M",0,29.21,29.81,7.3,1,11.4
1,"2013-07-24",72,60,66,-8,51,58,0,1,437,1919," ",0,"M",0,0,29.31,30.01,7.8,5,8.1
2,"2013-07-24",73,62,68,"M",48,57,0,3,"-","-"," ","M","M","M",0,29.38,30.01,10.1,5,10.5
1,"2013-07-25",81,57,69,-5,54,61,0,4,438,1918," ",0,"M",0,0,29.33,30.05,4.1,23,5.1
2,"2013-07-25",81,58,70,"M",52,60,0,5,"-","-"," ","M","M","M",0,29.39,30.05,2.7,23,3.9
1,"2013-07-26",70,62,66,-8,61,63,0,1,439,1918,"RA BR",0,"M",0,0.39,29.21,29.94,7.6,22,8.5
2,"2013-07-26",74,65,70,"M",58,62,0,5,"-","-","RA","M","M","M",0.01,29.28,29.94,9.3,21,10.2
1,"2013-07-27",65,55,60,-14,51,56,5,0,440,1917," ",0,"M",0,0,29.17,29.9,9,30,10.6
2,"2013-07-27",68,57,63,"M",49,55,2,0,"-","-"," ","M","M","M",0,29.23,29.89,10.3,30,11.3
1,"2013-07-28",69,54,62,-12,50,55,3,0,441,1916,"RA",0,"M",0,"  T",29.23,29.93,8.7,28,9.1
2,"2013-07-28",71,55,63,"M",47,54,2,0,"-","-","RA","M","M","M","  T",29.3,29.94,9.5,26,9.8
1,"2013-07-29",76,57,67,-7,55,59,0,2,442,1915," ",0,"M",0,0,29.41,30.11,2,1,7
2,"2013-07-29",76,58,67,"M",53,59,0,2,"-","-"," ","M","M","M",0,29.47,30.1,2.3,2,7.7
1,"2013-07-30",74,57,66,-8,59,62,0,1,443,1914,"RA",0,"M",0,0.04,29.39,30.12,4.2,16,4.7
2,"2013-07-30",74,61,68,"M",56,61,0,3,"-","-","RA","M","M","M","  T",29.46,30.12,5.5,16,6
1,"2013-07-31",75,62,69,-5,64,65,0,4,444,1913,"RA DZ BR",0,"M",0,0.5,29.26,30,2.2,32,4.4
2,"2013-07-31",75,64,70,"M",63,65,0,5,"-","-","RA DZ BR HZ","M","M","M",0.18,29.33,29.99,2.5,30,4.2
1,"2013-08-01",81,61,71,-2,57,62,0,6,445,1911," ",0,"M",0,0,29.23,29.95,7.6,30,7.8
2,"2013-08-01",82,61,72,"M",54,62,0,7,"-","-"," ","M","M","M",0,29.29,29.95,6.2,29,7.1
1,"2013-08-02",84,62,73,0,63,67,0,8,446,1910,"RA BR",0,"M",0,0.63,29.15,29.87,4.5,29,8.2
2,"2013-08-02",86,65,76,"M",62,66,0,11,"-","-","RA","M","M","M",0.41,29.23,29.87,2.7,23,7.7
1,"2013-08-03",81,64,73,0,55,62,0,8,447,1909," ",0,"M",0,0,29.33,30.03,5.8,2,6.8
2,"2013-08-03",79,66,73,"M",54,62,0,8,"-","-"," ","M","M","M",0,29.39,30.02,6.9,4,8.4
1,"2013-08-04",75,60,68,-5,56,61,0,3,448,1908,"RA",0,"M",0,"  T",29.42,30.14,5.9,6,7.8
2,"2013-08-04",74,60,67,"M",55,61,0,2,"-","-","RA","M","M","M","  T",29.49,30.13,6.1,7,6.9
1,"2013-08-05",75,58,67,-6,59,62,0,2,449,1907,"RA",0,"M",0,0.07,29.23,29.98,6.8,19,7.6
2,"2013-08-05",76,63,70,"M",56,61,0,5,"-","-"," ","M","M","M",0.02,29.29,29.98,7.1,18,7.9
1,"2013-08-06",83,67,75,2,68,70,0,10,450,1906," ",0,"M",0,0.04,29.13,29.86,7.2,21,8
2,"2013-08-06",85,68,77,"M",65,69,0,12,"-","-"," ","M","M","M",0,29.21,29.85,8.7,21,9.4
1,"2013-08-07",89,67,78,5,68,71,0,13,451,1904," ",0,"M",0,"  T",29.14,29.83,4,30,9.9
2,"2013-08-07",91,70,81,"M",67,71,0,16,"-","-","BR","M","M","M",0.01,29.2,29.82,2.4,30,10.5
1,"2013-08-08",78,65,72,-1,56,62,0,7,452,1903," ",0,"M",0,0,29.26,29.98,8.6,5,9.3
2,"2013-08-08",79,69,74,"M",55,62,0,9,"-","-"," ","M","M","M",0,29.33,29.96,10.5,5,10.8
1,"2013-08-09",82,59,71,-2,60,65,0,6,453,1902," ",0,"M",0,"  T",29.28,29.98,4.7,27,5.3
2,"2013-08-09",84,62,73,"M",58,65,0,8,"-","-"," ","M","M","M",0,29.34,29.97,4.9,27,5.6
1,"2013-08-10",81,64,73,0,57,"M",0,8,454,1900," ",0,"M",0,0,"M",30.08,5.3,5,6.5
2,"2013-08-10",81,68,75,"M",55,63,0,10,"-","-"," ","M","M","M",0,"M",30.07,6,6,7.4
1,"2013-08-11",81,60,71,-2,61,"M",0,6,455,1859,"RA",0,"M",0,0.01,29.35,30.07,2,27,3
2,"2013-08-11",84,63,74,"M",57,64,0,9,"-","-"," ","M","M","M","  T",29.42,30.06,4,24,5.4
1,"2013-08-12",82,67,75,2,65,68,0,10,456,1858,"RA DZ",0,"M",0,0.27,29.21,29.93,3.5,27,7.5
2,"2013-08-12",85,69,77,"M",63,"M",0,12,"-","-","RA","M","M","M",0.66,29.27,29.92,4.5,26,7.7
1,"2013-08-13",70,58,64,-9,52,58,1,0,457,1856," ",0,"M",0,0,29.37,30.07,8.7,3,9.6
2,"2013-08-13",71,62,67,"M",50,57,0,2,"-","-"," ","M","M","M",0,29.42,30.06,11.2,2,11.9
1,"2013-08-14",72,56,64,-8,50,56,1,0,458,1855," ",0,"M",0,0,29.44,30.16,3.9,4,7.1
2,"2013-08-14",71,58,65,"M",49,56,0,0,"-","-"," ","M","M","M",0,29.52,30.16,3,3,7
1,"2013-08-15",75,55,65,-7,53,58,0,0,459,1854," ",0,"M",0,0,29.4,30.13,4.2,24,4.9
2,"2013-08-15",74,57,66,"M",50,58,0,1,"-","-"," ","M","M","M",0,29.47,30.13,4.5,22,5
1,"2013-08-16",82,55,69,-3,52,60,0,4,500,1852," ",0,"M",0,0,29.44,30.15,2.8,4,5.2
2,"2013-08-16",82,58,70,"M",51,60,0,5,"-","-"," ","M","M","M",0,29.5,30.14,5,7,5.8
1,"2013-08-17",81,57,69,-3,56,62,0,4,501,1851," ",0,"M",0,0,29.47,30.19,5.7,8,6.4
2,"2013-08-17",79,60,70,"M",55,62,0,5,"-","-"," ","M","M","M",0,29.53,30.18,6,7,6.3
1,"2013-08-18",81,59,70,-2,57,63,0,5,502,1849," ",0,"M",0,0,29.41,30.14,3.7,8,4.8
