"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","Depth","Water1","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
1,"2009-05-12",71,39,55,-2,34,47,10,0,435,1901," ",0,"M",0,0,29.38,30.13,9.5,16,9.6
2,"2009-05-12",72,44,58,"M",32,47,7,0,"-","-"," ","M","M","M",0,29.44,30.13,8.9,16,9.5
1,"2009-05-13",70,53,62,4,56,58,3,0,434,1902,"TSRA RA BR",0,"M",0,0.55,29.01,29.76,14.4,19,16.4
2,"2009-05-13",71,54,63,"M",58,60,2,0,"-","-","TSRA RA DZ BR","M","M","M",1.03,29.08,29.77,12.9,18,14.8
1,"2009-05-14",68,53,61,3,44,52,4,0,433,1903," ",0,"M",0,0,29.31,30,10.5,27,10.7
2,"2009-05-14",69,55,62,"M",44,53,3,0,"-","-"," ","M","M","M","  T",29.38,30,11.1,27,11.3
1,"2009-05-15",61,52,57,-1,51,54,8,0,432,1904,"RA BR",0,"M",0,0.39,29.28,30,6,16,8.8
2,"2009-05-15",63,55,59,"M",52,55,6,0,"-","-","TSRA RA BR","M","M","M",0.7,29.34,29.99,4.4,15,5.8
1,"2009-05-16",62,45,54,-5,40,49,11,0,431,1905,"BR",0,"M",0,0,29.36,30.05,11,29,12.5
2,"2009-05-16",62,47,55,"M",41,50,10,0,"-","-","DZ BR","M","M","M",0.04,29.41,30.05,11,30,12.4
1,"2009-05-17",63,39,51,-8,27,42,14,0,430,1906," ",0,"M",0,0,29.6,30.32,0.2,33,6.2
2,"2009-05-17",59,41,50,"M",28,42,15,0,"-","-"," ","M","M","M",0,29.67,30.32,3.3,9,6.5
1,"2009-05-18",66,40,53,-7,33,45,12,0,429,1907," ",0,"M",0,"  T",29.54,30.29,9.6,19,9.9
2,"2009-05-18",67,45,56,"M",30,45,9,0,"-","-"," ","M","M","M","  T",29.62,30.3,9.3,19,9.5
1,"2009-05-19",80,52,66,6,44,55,0,1,428,1908," ",0,"M",0,0,29.48,30.21,13.5,21,13.8
2,"2009-05-19",80,54,67,"M",43,54,0,2,"-","-"," ","M","M","M",0,29.55,30.22,12.3,21,12.4
1,"2009-05-20",84,61,73,12,44,57,0,8,427,1909," ",0,"M",0,0,29.4,30.13,14.4,20,14.6
2,"2009-05-20",85,61,73,"M",43,57,0,8,"-","-"," ","M","M","M","  T",29.47,30.13,11.9,20,12.1
1,"2009-05-21",84,60,72,11,49,59,0,7,426,1910," ",0,"M",0,0,29.38,30.09,7.8,23,12.8
2,"2009-05-21",85,60,73,"M",48,59,0,8,"-","-"," ","M","M","M",0,29.44,30.09,8.1,25,10.9
1,"2009-05-22",69,53,61,0,46,53,4,0,425,1911," ",0,"M",0,0,29.46,30.18,10.4,4,10.7
2,"2009-05-22",70,56,63,"M",47,54,2,0,"-","-"," ","M","M","M",0,29.5,30.16,10,3,10.6
1,"2009-05-23",80,50,65,4,50,57,0,0,425,1912," ",0,"M",0,0,29.33,30.06,4.5,7,5.7
2,"2009-05-23",79,55,67,"M",51,58,0,2,"-","-"," ","M","M","M","  T",29.39,30.05,4.5,8,5.5
1,"2009-05-24",71,55,63,1,46,53,2,0,424,1913," ",0,"M",0,0,29.34,30.07,10.4,4,11
2,"2009-05-24",70,56,63,"M",47,54,2,0,"-","-"," ","M","M","M",0,29.39,30.05,10.7,3,10.8
1,"2009-05-25",67,54,61,-1,43,51,4,0,423,1914,"RA DZ",0,"M",0,0.04,29.28,30.02,10.3,6,10.8
2,"2009-05-25",64,56,60,"M",46,53,5,0,"-","-","RA DZ","M","M","M",0.08,29.33,30,8.7,6,9.5
1,"2009-05-26",74,53,64,2,51,55,1,0,422,1915,"TSRA RA BR",0,"M",0,1.73,29.08,29.82,7.5,5,7.8
2,"2009-05-26",76,56,66,"M",54,58,0,1,"-","-","TSRA RA BR","M","M","M",1.38,29.13,29.81,5.7,6,6.8
1,"2009-05-27",73,55,64,2,58,60,1,0,422,1916,"DZ BR HZ",0,"M",0,0.02,28.95,29.68,3.6,24,7.2
2,"2009-05-27",75,58,67,"M",60,63,0,2,"-","-","DZ BR HZ","M","M","M","  T",29.02,29.67,6.8,24,8.3
1,"2009-05-28",62,54,58,-5,51,54,7,0,421,1916," ",0,"M",0,0,29.06,29.76,6.8,30,8.1
2,"2009-05-28",64,55,60,"M",51,54,5,0,"-","-"," ","M","M","M",0,29.11,29.75,6.8,29,8.3
1,"2009-05-29",74,50,62,-2,49,55,3,0,421,1917," ",0,"M",0,"  T",29.17,29.88,2.7,32,6.9
2,"2009-05-29",77,55,66,"M",49,55,0,1,"-","-"," ","M","M","M",0,29.23,29.87,2,31,6.8
1,"2009-05-30",79,50,65,1,46,54,0,0,420,1918,"RA",0,"M",0,"  T",29.09,29.81,2.9,27,6.8
2,"2009-05-30",79,53,66,"M",46,55,0,1,"-","-"," ","M","M","M","  T",29.15,29.8,1.8,29,6.6
1,"2009-05-31",73,45,59,-5,41,50,6,0,420,1919," ",0,"M",0,0,29.21,29.94,2.7,10,4.6
2,"2009-05-31",72,49,61,"M",43,52,4,0,"-","-"," ","M","M","M",0,29.26,29.93,2.9,9,6.3
1,"2009-06-01",78,51,65,1,53,57,0,0,419,1920,"TSRA RA",0,"M",0,0.44,29.19,29.89,1.2,34,11.1
2,"2009-06-01",80,52,66,"M",54,58,0,1,"-","-","TSRA RA","M","M","M",0.83,29.25,29.88,1,34,10
1,"2009-06-02",60,48,54,-10,46,50,11,0,419,1920,"RA BR",0,"M",0,0.12,29.36,30.09,7.4,3,8
2,"2009-06-02",61,50,56,"M",47,51,9,0,"-","-","RA BR","M","M","M",0.06,29.42,30.07,8.3,3,9.2
1,"2009-06-03",61,43,52,-12,39,46,13,0,418,1921," ",0,"M",0,0,29.42,30.15,10.5,4,10.7
2,"2009-06-03",61,47,54,"M",40,48,11,0,"-","-"," ","M","M","M",0,29.47,30.13,11,2,11.4
1,"2009-06-04",68,42,55,-9,37,48,10,0,418,1922," ",0,"M",0,0,29.31,30.05,4.7,4,5.9
2,"2009-06-04",68,47,58,"M",38,49,7,0,"-","-"," ","M","M","M",0,29.36,30.05,5.2,5,6.4
1,"2009-06-05",79,44,62,-3,44,54,3,0,417,1923," ",0,"M",0,0,29.18,29.91,5.8,26,6.7
2,"2009-06-05",80,47,64,"M",43,54,1,0,"-","-"," ","M","M","M",0,29.23,29.91,6.3,25,7.2
1,"2009-06-06",63,51,57,-9,45,50,8,0,417,1923," ",0,"M",0,0.02,29.2,29.93,6.2,5,7.7
2,"2009-06-06",66,55,61,"M",48,53,4,0,"-","-","RA","M","M","M","  T",29.26,29.92,4.7,3,7.2
1,"2009-06-07",73,52,63,-3,53,57,2,0,417,1924,"BR",0,"M",0,0.04,29.14,29.87,2.7,8,6.9
2,"2009-06-07",74,56,65,"M",54,59,0,0,"-","-","RA BR","M","M","M","  T",29.21,29.86,1.5,11,7.7
1,"2009-06-08",80,52,66,0,60,63,0,1,417,1925,"TSRA RA BR",0,"M",0,0.45,29.06,29.77,5.9,24,9.2
2,"2009-06-08",82,55,69,"M",61,65,0,4,"-","-","TSRA RA BR HZ","M","M","M",0.3,29.11,29.76,6.4,25,10
1,"2009-06-09",67,55,61,-5,53,56,4,0,416,1925,"DZ BR",0,"M",0,"  T",29.23,29.94,4,6,6.3
2,"2009-06-09",67,56,62,"M",53,56,3,0,"-","-","DZ BR HZ","M","M","M","  T",29.29,29.94,6.4,8,7.9
1,"2009-06-10",67,54,61,-6,49,53,4,0,416,1926,"RA",0,"M",0,0.01,29.15,29.89,8,5,8.7
2,"2009-06-10",67,55,61,"M",50,55,4,0,"-","-","RA","M","M","M",0.04,29.21,29.88,8.5,4,9.2
1,"2009-06-11",64,53,59,-8,51,54,6,0,416,1926,"RA HZ",0,"M",0,0.01,29.11,29.83,10.2,3,10.3
2,"2009-06-11",60,53,57,"M",53,54,8,0,"-","-","RA BR HZ","M","M","M",1.14,29.17,29.82,8.8,1,9
1,"2009-06-12",74,49,62,-6,49,55,3,0,416,1927,"RA",0,"M",0,"  T",29.24,29.95,4.4,7,5.8
2,"2009-06-12",72,50,61,"M",49,55,4,0,"-","-"," ","M","M","M","  T",29.3,29.95,5,6,6.7
1,"2009-06-13",68,54,61,-7,51,55,4,0,416,1927,"RA BR",0,"M",0,0.33,29.28,30,5.9,5,6.7
2,"2009-06-13",66,56,61,"M",52,55,4,0,"-","-","RA","M","M","M",0.31,29.34,29.99,7.2,4,7.6
1,"2009-06-14",77,51,64,-4,48,57,1,0,416,1928," ",0,"M",0,0,29.29,30.01,4.5,4,4.7
2,"2009-06-14",76,54,65,"M",50,57,0,0,"-","-"," ","M","M","M",0,29.34,30,5.1,5,5.8
1,"2009-06-15",81,53,67,-1,49,58,0,2,416,1928," ",0,"M",0,0,29.28,30.01,5.5,9,6.4
2,"2009-06-15",81,57,69,"M",49,58,0,4,"-","-","HZ","M","M","M",0,29.34,29.99,7.4,9,7.7
1,"2009-06-16",71,59,65,-4,55,60,0,0,416,1929,"RA BR",0,"M",0,1.23,29.15,29.89,11.2,10,11.8
2,"2009-06-16",71,64,68,"M",57,61,0,3,"-","-","RA BR","M","M","M",1.07,29.21,29.87,10.3,11,10.7
1,"2009-06-17",71,61,66,-3,59,62,0,1,416,1929,"BR HZ",0,"M",0,0,29.16,29.88,3,36,6.2
2,"2009-06-17",73,63,68,"M",60,63,0,3,"-","-","BR HZ","M","M","M",0,29.21,29.87,2.6,34,6.7
1,"2009-06-18",80,61,71,1,63,67,0,6,416,1929,"RA BR",0,"M",0,0.12,29.08,"M",6.7,16,7.9
2,"2009-06-18",81,63,72,"M",64,67,0,7,"-","-","TSRA BR HZ","M","M","M",0.11,29.15,29.79,3.7,17,5.8
1,"2009-06-19",86,65,76,6,67,69,0,11,416,1930,"TS TSRA BR",0,"M",0,3.97,28.97,29.7,7.2,18,11.6
2,"2009-06-19",88,66,77,"M",68,70,0,12,"-","-","TS TSRA RA BR","M","M","M",0.87,29.03,29.68,6.3,18,10.5
1,"2009-06-20",87,68,78,8,65,70,0,13,416,1930," ",0,"M",0,0,29.08,29.76,8.3,29,8.6
2,"2009-06-20",88,69,79,"M",65,70,0,14,"-","-"," ","M","M","M",0,29.13,29.74,8.3,28,8.6
1,"2009-06-21",84,70,77,7,63,68,0,12,416,1930," ",0,"M",0,0.01,29.12,29.82,2.8,7,3.9
2,"2009-06-21",86,71,79,"M",64,69,0,14,"-","-","RA","M","M","M","  T",29.17,29.8,3.3,9,3.5
1,"2009-06-22",89,68,79,9,67,71,0,14,417,1931,"TSRA RA",0,"M",0,0.09,29.09,29.79,4,11,5.6
2,"2009-06-22",89,70,80,"M",67,71,0,15,"-","-","TSRA","M","M","M",0.06,29.15,29.77,5.3,12,7.2
1,"2009-06-23",94,71,83,13,69,73,0,18,417,1931," ",0,"M",0,0,29.16,29.87,1.8,14,3.5
2,"2009-06-23",92,75,84,"M",68,73,0,19,"-","-"," ","M","M","M",0,29.22,29.85,2.8,13,4.5
1,"2009-06-24",94,75,85,14,68,73,0,20,417,1931,"TSRA",0,"M",0,0.04,29.16,29.87,1.9,22,5.8
2,"2009-06-24",93,73,83,"M",68,73,0,18,"-","-","BR","M","M","M",0.78,29.21,29.85,2.1,23,4.3
1,"2009-06-25",94,75,85,14,69,73,0,20,417,1931," ",0,"M",0,"  T",29.08,29.8,2.4,32,4.9
2,"2009-06-25",93,76,85,"M",68,73,0,20,"-","-"," ","M","M","M",0,29.15,29.77,1.8,26,4.6
1,"2009-06-26",86,69,78,7,60,"M",0,13,418,1931," ",0,"M",0,0,"M",29.85,6.4,4,8.2
2,"2009-06-26",86,72,79,"M",61,67,0,14,"-","-"," ","M","M","M",0,29.2,29.83,6.4,4,8
1,"2009-06-27",89,62,76,5,61,67,0,11,418,1931,"TS RA",0,"M",0,0.3,29.1,29.82,5.1,21,6.9
2,"2009-06-27",90,67,79,"M",60,67,0,14,"-","-","RA","M","M","M",0.05,29.18,29.8,6,22,6.9
1,"2009-06-28",83,66,75,4,53,62,0,10,419,1931," ",0,"M",0,0,29,29.73,13.2,29,13.6
2,"2009-06-28",83,68,76,"M",53,62,0,11,"-","-"," ","M","M","M",0,29.08,29.71,14.1,29,14.6
1,"2009-06-29",77,63,70,-1,54,61,0,5,419,1931," ",0,"M",0,0,28.89,29.6,12.2,30,12.7
2,"2009-06-29",78,65,72,"M",54,61,0,7,"-","-"," ","M","M","M",0,28.95,29.59,13.4,30,14.1
1,"2009-06-30",66,59,63,-9,53,57,2,0,419,1931," ",0,"M",0,0,28.95,29.65,8.9,30,9.1
2,"2009-06-30",68,61,65,"M",53,58,0,0,"-","-"," ","M","M","M",0,29,29.64,8.1,30,8.3
1,"2009-07-01",65,57,61,-11,52,56,4,0,420,1931,"RA DZ",0,"M",0,"  T",29.07,29.77,8.2,32,8.7
2,"2009-07-01",65,57,61,"M",54,57,4,0,"-","-","RA DZ BR","M","M","M",0.02,29.13,29.76,6.6,31,7.4
1,"2009-07-02",73,59,66,-6,54,60,0,1,420,1931," ",0,"M",0,0,29.26,29.95,8.4,31,8.8
2,"2009-07-02",73,60,67,"M",55,60,0,2,"-","-"," ","M","M","M",0,29.31,29.94,5.7,31,7.6
1,"2009-07-03",79,63,71,-1,56,62,0,6,421,1931," ",0,"M",0,0,29.36,30.06,1.2,34,5.8
2,"2009-07-03",79,62,71,"M",56,62,0,6,"-","-"," ","M","M","M",0,29.41,30.05,1.8,2,6.5
1,"2009-07-04",69,59,64,-8,58,61,1,0,422,1930,"RA BR FU",0,"M",0,0.2,29.26,29.99,1.8,13,3.8
2,"2009-07-04",69,63,66,"M",58,62,0,1,"-","-","RA BR","M","M","M",0.12,29.31,29.98,3.4,14,4.7
1,"2009-07-05",81,57,69,-3,58,63,0,4,422,1930,"RA BR HZ",0,"M",0,0.05,29.2,29.92,0.7,34,2.4
2,"2009-07-05",82,61,72,"M",59,64,0,7,"-","-","BR HZ","M","M","M",0.03,29.25,29.9,0.3,36,2.6
1,"2009-07-06",86,60,73,1,54,62,0,8,423,1930," ",0,"M",0,0,29.14,29.86,7.5,31,7.8
2,"2009-07-06",85,63,74,"M",54,63,0,9,"-","-"," ","M","M","M",0,29.2,29.84,4.2,30,5.5
1,"2009-07-07",77,59,68,-4,54,60,0,3,423,1930,"RA",0,"M",0,"  T",29.18,29.89,5.9,7,7
2,"2009-07-07",76,65,71,"M",55,61,0,6,"-","-"," ","M","M","M",0,29.24,29.88,5.9,7,7.5
1,"2009-07-08",65,61,63,-10,56,59,2,0,424,1929,"RA",0,"M",0,0.06,29.28,29.99,6.8,6,7
2,"2009-07-08",68,62,65,"M",55,59,0,0,"-","-","RA","M","M","M",0.17,29.34,29.98,7,8,7.4
1,"2009-07-09",79,59,69,-4,57,63,0,4,425,1929," ",0,"M",0,0,29.35,30.07,5.8,11,6.9
2,"2009-07-09",80,63,72,"M",58,64,0,7,"-","-"," ","M","M","M",0,29.41,30.05,6.5,10,7.3
1,"2009-07-10",82,63,73,0,64,67,0,8,425,1929,"RA BR",0,"M",0,0.08,29.34,30.06,4.4,21,4.9
2,"2009-07-10",84,67,76,"M",65,68,0,11,"-","-","RA BR HZ","M","M","M",0.12,29.41,30.04,3.6,21,4.6
1,"2009-07-11",85,63,74,1,59,65,0,9,426,1928,"TSRA BR HZ",0,"M",0,0.25,29.34,30.04,4.8,31,7
2,"2009-07-11",85,68,77,"M",60,67,0,12,"-","-","TSRA BR","M","M","M",1.12,29.39,30.02,5.9,29,7.6
1,"2009-07-12",82,58,70,-3,51,60,0,5,427,1928," ",0,"M",0,0,29.35,30.07,2.9,29,5.7
2,"2009-07-12",82,60,71,"M",50,60,0,6,"-","-"," ","M","M","M",0,29.41,30.05,1.9,33,5.2
1,"2009-07-13",79,61,70,-3,46,57,0,5,428,1927," ",0,"M",0,0,29.36,30.07,4.8,7,5.8
2,"2009-07-13",78,66,72,"M",48,59,0,7,"-","-"," ","M","M","M",0,29.41,30.05,5.8,7,7.4
1,"2009-07-14",80,55,68,-5,51,59,0,3,428,1927," ",0,"M",0,0,29.34,30.07,6.7,16,7.5
2,"2009-07-14",81,60,71,"M",49,60,0,6,"-","-"," ","M","M","M",0,29.41,30.06,7.5,16,7.7
1,"2009-07-15",85,65,75,1,62,67,0,10,429,1926,"BR",0,"M",0,0.68,29.18,29.9,10,24,12.4
2,"2009-07-15",86,67,77,"M",62,67,0,12,"-","-","TSRA RA BR","M","M","M",0.32,29.23,29.88,10,25,13.8
1,"2009-07-16",80,64,72,-2,56,62,0,7,430,1925," ",0,"M",0,"  T",29.17,29.89,9.9,28,10.8
2,"2009-07-16",82,65,74,"M",57,63,0,9,"-","-"," ","M","M","M",0.17,29.23,29.88,9.6,28,10.3
1,"2009-07-17",70,57,64,-10,51,56,1,0,431,1925," ",0,"M",0,0,29.15,29.87,10.6,30,10.8
2,"2009-07-17",70,58,64,"M",52,57,1,0,"-","-","RA","M","M","M","  T",29.21,29.86,10.1,29,10.4
1,"2009-07-18",72,57,65,-9,52,57,0,0,432,1924," ",0,"M",0,0,29.31,30.01,8.1,31,8.2
2,"2009-07-18",73,58,66,"M",52,58,0,1,"-","-"," ","M","M","M",0,29.36,30,6.6,32,7.1
1,"2009-07-19",71,57,64,-10,52,58,1,0,433,1923," ",0,"M",0,0,29.39,30.11,1.3,36,4
2,"2009-07-19",73,60,67,"M",53,59,0,2,"-","-"," ","M","M","M",0,29.45,30.1,1.4,4,4.6
1,"2009-07-20",76,55,66,-8,55,60,0,1,433,1923," ",0,"M",0,0,29.36,30.09,5.1,9,5.5
2,"2009-07-20",76,59,68,"M",56,61,0,3,"-","-"," ","M","M","M",0,29.42,30.08,6.2,10,6.5
1,"2009-07-21",80,58,69,-5,57,62,0,4,434,1922,"RA DZ",0,"M",0,0.04,29.28,30.01,3.1,13,5.8
2,"2009-07-21",82,64,73,"M",56,63,0,8,"-","-"," ","M","M","M",0,29.33,29.99,4.9,14,6.3
1,"2009-07-22",78,63,71,-3,61,64,0,6,435,1921,"BR HZ",0,"M",0,"  T",29.23,29.95,3.5,3,5
2,"2009-07-22",79,66,73,"M",59,64,0,8,"-","-","BR HZ","M","M","M",0,29.28,29.93,2.8,11,5.9
1,"2009-07-23",82,62,72,-2,58,63,0,7,436,1920,"TS BR HZ",0,"M",0,0,29.21,29.93,2.6,32,5
2,"2009-07-23",79,63,71,"M",60,64,0,6,"-","-","BR HZ","M","M","M",0.1,29.26,29.91,1.7,1,6
1,"2009-07-24",83,61,72,-2,59,64,0,7,437,1919,"TSRA RA",0,"M",0,0.14,29.08,29.83,8.9,23,9.8
2,"2009-07-24",83,62,73,"M",60,65,0,8,"-","-","TSRA RA","M","M","M",0.19,29.14,29.82,8.7,23,9.6
1,"2009-07-25",81,66,74,0,58,64,0,9,438,1918," ",0,"M",0,0,29.02,29.73,10.6,28,11.1
2,"2009-07-25",81,66,74,"M",59,65,0,9,"-","-"," ","M","M","M","  T",29.08,29.71,10.8,27,11.5
1,"2009-07-26",82,63,73,-1,58,64,0,8,439,1918,"RA",0,"M",0,"  T",29.13,29.82,8,29,8.6
2,"2009-07-26",82,64,73,"M",59,65,0,8,"-","-"," ","M","M","M",0,29.18,29.8,9.1,29,9.4
1,"2009-07-27",84,64,74,0,61,66,0,9,440,1917,"RA",0,"M",0,0.02,29.13,29.86,9.3,23,10.1
2,"2009-07-27",84,66,75,"M",61,67,0,10,"-","-","RA","M","M","M",0.03,29.21,29.85,9.2,23,9.6
1,"2009-07-28",84,66,75,1,60,66,0,10,441,1916,"RA",0,"M",0,0.01,29.08,29.78,6.4,28,8
2,"2009-07-28",86,68,77,"M",62,67,0,12,"-","-"," ","M","M","M",0.01,29.13,29.77,6.5,28,7.7
1,"2009-07-29",81,62,72,-2,51,59,0,7,442,1915," ",0,"M",0,0,29.13,29.84,4.2,35,7.1
2,"2009-07-29",79,66,73,"M",52,61,0,8,"-","-"," ","M","M","M",0,29.19,29.82,3.8,3,7.1
1,"2009-07-30",79,59,69,-5,57,62,0,4,443,1914," ",0,"M",0,"  T",29.15,29.85,4.4,23,5.5
2,"2009-07-30",80,65,73,"M",57,63,0,8,"-","-"," ","M","M","M","  T",29.2,29.84,4.9,24,6.3
1,"2009-07-31",81,58,70,-4,54,61,0,5,444,1913," ",0,"M",0,0,29.23,29.94,6.2,26,7.3
2,"2009-07-31",82,62,72,"M",55,62,0,7,"-","-"," ","M","M","M",0,29.29,29.92,5.9,27,6.7
1,"2009-08-01",75,61,68,-5,59,62,0,3,445,1911,"RA",0,"M",0,"  T",29.18,29.91,11.6,22,11.4
2,"2009-08-01",75,63,69,"M",59,63,0,4,"-","-"," ","M","M","M",0.01,29.24,29.9,10.6,23,10.5
1,"2009-08-02",78,57,68,-5,51,59,0,3,446,1910," ",0,"M",0,0,29.2,29.93,6.8,25,9.6
2,"2009-08-02",79,58,69,"M",52,59,0,4,"-","-"," ","M","M","M",0,29.26,29.92,6.2,26,8.4
1,"2009-08-03",84,67,76,3,60,66,0,11,447,1909," ",0,"M",0,0.07,29.1,29.82,12.2,21,12.4
2,"2009-08-03",86,68,77,"M",61,66,0,12,"-","-","RA","M","M","M",0.06,29.17,29.81,11,21,11.3
1,"2009-08-04",85,67,76,3,61,67,0,11,448,1908,"BR",0,"M",0,0,29.17,29.87,2.5,2,5.8
2,"2009-08-04",86,69,78,"M",63,68,0,13,"-","-","BR HZ","M","M","M",0,29.21,29.85,1.8,5,6.2
1,"2009-08-05",79,61,70,-3,54,61,0,5,449,1907," ",0,"M",0,0,29.34,30.05,2.9,6,4.2
2,"2009-08-05",79,66,73,"M",56,63,0,8,"-","-"," ","M","M","M",0,29.4,30.03,3.8,6,5.6
1,"2009-08-06",82,60,71,-2,51,60,0,6,450,1906," ",0,"M",0,0,29.39,30.09,1.4,6,5.4
2,"2009-08-06",81,62,72,"M",51,60,0,7,"-","-"," ","M","M","M",0,29.44,30.08,3.4,9,5.5
1,"2009-08-07",74,64,69,-4,59,63,0,4,451,1904,"RA BR",0,"M",0,0.33,29.36,30.09,7.3,15,7.8
2,"2009-08-07",74,67,71,"M",59,63,0,6,"-","-","RA BR","M","M","M",0.23,29.41,30.08,6.4,15,7.2
1,"2009-08-08",89,68,79,6,70,73,0,14,452,1903,"RA BR",0,"M",0,0.02,29.2,29.92,12.9,21,13.6
2,"2009-08-08",89,69,79,"M",70,73,0,14,"-","-","TSRA RA BR","M","M","M",0.08,29.26,29.92,12.2,21,12.8
1,"2009-08-09",91,77,84,11,71,74,0,19,453,1902," ",0,"M",0,0.18,29.23,29.94,11.6,23,12.9
2,"2009-08-09",92,77,85,"M",72,75,0,20,"-","-"," ","M","M","M",0.02,29.29,29.92,11.1,23,12.3
1,"2009-08-10",85,70,78,5,65,69,0,13,454,1900," ",0,"M",0,0,29.24,29.95,6.9,26,7.2
2,"2009-08-10",86,71,79,"M",66,70,0,14,"-","-"," ","M","M","M",0,29.31,29.94,8.3,26,8.9
1,"2009-08-11",82,62,72,-1,61,66,0,7,455,1859," ",0,"M",0,0,29.3,30,6.3,2,8
2,"2009-08-11",81,65,73,"M",62,66,0,8,"-","-"," ","M","M","M",0,29.36,29.98,6.1,2,8.7
1,"2009-08-12",83,60,72,-1,55,62,0,7,456,1858," ",0,"M",0,0,29.39,30.09,3.7,4,5.9
2,"2009-08-12",82,63,73,"M",56,63,0,8,"-","-"," ","M","M","M",0,29.44,30.07,5.5,5,7
1,"2009-08-13",86,60,73,0,55,63,0,8,457,1856," ",0,"M",0,0,29.38,30.1,1.5,14,3.8
2,"2009-08-13",86,63,75,"M",55,63,0,10,"-","-"," ","M","M","M",0,29.44,30.09,2,16,4
1,"2009-08-14",88,63,76,4,59,66,0,11,458,1855," ",0,"M",0,0,29.38,30.1,5.4,21,5.7
2,"2009-08-14",88,67,78,"M",59,66,0,13,"-","-"," ","M","M","M",0,29.44,30.08,6.3,21,6.5
1,"2009-08-15",89,67,78,6,61,67,0,13,459,1854," ",0,"M",0,0,29.32,30.04,8.7,19,8.9
2,"2009-08-15",89,70,80,"M",61,68,0,15,"-","-"," ","M","M","M",0,29.38,30.02,8.3,19,8.7
1,"2009-08-16",88,70,79,7,67,70,0,14,500,1852,"TSRA",0,"M",0,0.63,29.27,29.99,9.5,20,10.2
2,"2009-08-16",90,71,81,"M",68,71,0,16,"-","-","TSRA RA","M","M","M",0.27,29.34,29.97,9.3,21,10.1
1,"2009-08-17",83,70,77,5,68,70,0,12,501,1851,"TSRA RA BR",0,"M",0,0.33,29.28,30,4.6,22,5.8
2,"2009-08-17",83,71,77,"M",68,71,0,12,"-","-","RA BR","M","M","M",0.59,29.34,29.98,5.1,22,7.5
