"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","Depth","Water1","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
1,"2008-05-13",73,40,57,-1,45,51,8,0,434,1902,"TSRA RA",0,"M",0,0.08,29.2,29.93,15.5,18,15.9
2,"2008-05-13",73,45,59,"M",45,52,6,0,"-","-","TSRA RA","M","M","M",0.32,29.28,29.95,13.7,18,14.4
1,"2008-05-14",64,45,55,-3,48,52,10,0,433,1903,"DZ BR",0,"M",0,0.02,29.19,29.89,2,25,9.6
2,"2008-05-14",61,46,54,"M",49,52,11,0,"-","-","RA BR","M","M","M",0.02,29.25,29.89,2.5,21,8.9
1,"2008-05-15",57,43,50,-8,37,45,15,0,432,1904," ",0,"M",0,0,29.33,30.05,6.8,5,7.9
2,"2008-05-15",57,43,50,"M",37,45,15,0,"-","-"," ","M","M","M",0,29.38,30.05,7.5,5,8.1
1,"2008-05-16",73,40,57,-2,41,50,8,0,431,1905," ",0,"M",0,0,29.1,29.86,8.9,25,9.4
2,"2008-05-16",72,41,57,"M",41,50,8,0,"-","-"," ","M","M","M",0,29.16,29.86,8.3,25,8.8
1,"2008-05-17",73,52,63,4,41,52,2,0,430,1906,"RA",0,"M",0,0.12,28.87,29.61,12.9,30,14.7
2,"2008-05-17",73,50,62,"M",41,52,3,0,"-","-","TSRA RA BR","M","M","M",0.26,28.94,29.61,11.2,29,14.1
1,"2008-05-18",55,44,50,-10,39,45,15,0,429,1907," ",0,"M",0,0,28.93,29.64,3.5,34,8.2
2,"2008-05-18",55,45,50,"M",40,46,15,0,"-","-"," ","M","M","M",0,28.98,29.63,1.6,35,7.9
1,"2008-05-19",60,40,50,-10,33,43,15,0,428,1908,"RA",0,"M",0,"  T",28.96,29.69,3.9,7,5.7
2,"2008-05-19",59,42,51,"M",34,44,14,0,"-","-","RA","M","M","M","  T",29.02,29.69,4.4,7,6.2
1,"2008-05-20",66,47,57,-4,37,47,8,0,427,1909," ",0,"M",0,0,28.94,29.66,7.3,31,9.2
2,"2008-05-20",64,49,57,"M",37,47,8,0,"-","-"," ","M","M","M","  T",29,29.66,6.9,30,7.7
1,"2008-05-21",66,41,54,-7,36,46,11,0,426,1910," ",0,"M",0,0,29,29.7,7.2,32,9.2
2,"2008-05-21",65,45,55,"M",36,46,10,0,"-","-"," ","M","M","M",0,29.05,29.7,6.8,33,8.8
1,"2008-05-22",59,45,52,-9,38,45,13,0,425,1911," ",0,"M",0,0,29.24,29.94,8.8,5,9.8
2,"2008-05-22",56,47,52,"M",38,45,13,0,"-","-"," ","M","M","M",0,29.29,29.93,10.5,5,11.2
1,"2008-05-23",57,46,52,-9,39,45,13,0,425,1912," ",0,"M",0,0,29.41,30.12,10.7,3,10.9
2,"2008-05-23",59,48,54,"M",40,46,11,0,"-","-"," ","M","M","M",0,29.47,30.11,10.4,3,10.7
1,"2008-05-24",67,40,54,-8,40,48,11,0,424,1913," ",0,"M",0,0,29.44,30.18,7.4,7,8.4
2,"2008-05-24",68,44,56,"M",38,48,9,0,"-","-"," ","M","M","M",0,29.51,30.17,6.9,7,7.4
1,"2008-05-25",78,44,61,-1,50,57,4,0,423,1914,"TSRA",0,"M",0,"  T",29.18,29.93,10.3,18,11.9
2,"2008-05-25",78,51,65,"M",48,57,0,0,"-","-"," ","M","M","M",0,29.26,29.93,11.1,17,12.4
1,"2008-05-26",81,47,64,2,60,64,1,0,422,1915,"TSRA RA BR",0,"M",0,0.48,29.11,29.81,6.2,25,11.8
2,"2008-05-26",84,53,69,"M",60,65,0,4,"-","-","TS TSRA RA HZ","M","M","M",0,29.17,29.8,7.3,24,12
1,"2008-05-27",50,42,46,-16,35,42,19,0,422,1916," ",0,"M",0,0,29.5,30.19,19.2,3,19.3
2,"2008-05-27",53,45,49,"M",36,43,16,0,"-","-","RA","M","M","M","  T",29.54,30.18,18,2,17.4
1,"2008-05-28",62,43,53,-10,32,43,12,0,421,1916," ",0,"M",0,0,29.6,30.34,8.2,6,8.7
2,"2008-05-28",61,45,53,"M",35,44,12,0,"-","-"," ","M","M","M",0,29.66,30.33,7.8,7,8.5
1,"2008-05-29",67,42,55,-9,37,47,10,0,421,1917,"RA",0,"M",0,0.01,29.39,30.16,3.5,11,4.2
2,"2008-05-29",68,45,57,"M",38,48,8,0,"-","-","RA","M","M","M",0.08,29.46,30.17,2.2,10,3.8
1,"2008-05-30",77,55,66,2,59,62,0,1,420,1918,"TSRA RA BR",0,"M",0,0.4,29.03,29.79,8.4,21,10.4
2,"2008-05-30",77,58,68,"M",60,63,0,3,"-","-","TS RA BR","M","M","M",0.3,29.09,29.79,9.4,20,10.7
1,"2008-05-31",79,59,69,5,56,62,0,4,420,1919," ",0,"M",0,0,29.1,29.8,10.8,28,11.9
2,"2008-05-31",79,60,70,"M",56,62,0,5,"-","-"," ","M","M","M",0,29.15,29.79,11.1,28,12.3
1,"2008-06-01",74,53,64,0,47,55,1,0,419,1920," ",0,"M",0,0,29.23,29.95,4.6,10,5.4
2,"2008-06-01",71,56,64,"M",46,55,1,0,"-","-"," ","M","M","M",0,29.29,29.94,5.6,8,5.9
1,"2008-06-02",86,56,71,7,52,60,0,6,419,1920,"RA",0,"M",0,"  T",29.16,29.89,1.9,8,4.8
2,"2008-06-02",85,61,73,"M",53,61,0,8,"-","-"," ","M","M","M",0,29.21,29.87,1.7,13,5.7
1,"2008-06-03",69,55,62,-2,55,57,3,0,418,1921,"TSRA RA FG+ FG BR",0,"M",0,0.52,28.97,29.69,7.3,4,9.2
2,"2008-06-03",74,57,66,"M",58,60,0,1,"-","-","RA BR HZ","M","M","M",0.92,29.02,29.67,5.2,3,6.7
1,"2008-06-04",78,54,66,2,59,61,0,1,418,1922,"TSRA DZ FG+ FG BR HZ",0,"M",0,"  T",28.9,29.62,4.5,4,5.2
2,"2008-06-04",78,59,69,"M",61,64,0,4,"-","-","TS TSRA BR HZ","M","M","M",0.02,28.95,29.6,3.1,5,4.3
1,"2008-06-05",87,60,74,9,68,71,0,9,417,1923,"TSRA BR",0,"M",0,0.64,29,29.7,11.5,20,14
2,"2008-06-05",88,68,78,"M",69,72,0,13,"-","-","TSRA","M","M","M",0.22,29.06,29.69,13.2,20,13.8
1,"2008-06-06",87,73,80,14,68,72,0,15,417,1923,"RA",0,"M",0,"  T",29.07,29.76,21.1,20,21.5
2,"2008-06-06",86,73,80,"M",69,72,0,15,"-","-","RA","M","M","M",0.03,29.14,29.75,19.2,20,19.5
1,"2008-06-07",85,69,77,11,71,73,0,12,417,1924,"TS RA BR",0,"M",0,0.11,29.16,29.86,12.5,19,13.2
2,"2008-06-07",84,72,78,"M",71,73,0,13,"-","-","TS BR","M","M","M",0.07,29.23,29.85,11.8,19,12.4
1,"2008-06-08",85,64,75,9,68,70,0,10,417,1925,"TS TSRA RA",0,"M",0,1.24,29.11,29.81,6.5,18,12.2
2,"2008-06-08",87,65,76,"M",69,71,0,11,"-","-","RA BR SQ","M","M","M",1.31,29.18,29.8,4.2,19,11.5
1,"2008-06-09",74,65,70,4,64,66,0,5,416,1925,"RA BR",0,"M",0,0.14,29.1,29.82,6.3,22,7.7
2,"2008-06-09",74,65,70,"M",64,66,0,5,"-","-","RA DZ","M","M","M",0.21,29.17,29.8,6.5,23,8.8
1,"2008-06-10",79,59,69,2,56,61,0,4,416,1926,"RA",0,"M",0,"  T",29.18,29.89,8.8,25,9.6
2,"2008-06-10",80,60,70,"M",56,63,0,5,"-","-","RA","M","M","M",0.01,29.25,29.88,9.3,25,10.4
1,"2008-06-11",86,61,74,7,56,64,0,9,416,1926," ",0,"M",0,0,29.28,29.99,8.9,18,10
2,"2008-06-11",86,66,76,"M",55,64,0,11,"-","-"," ","M","M","M",0,29.34,29.97,9.4,18,10.4
1,"2008-06-12",91,73,82,14,63,69,0,17,416,1927," ",0,"M",0,0,29.2,29.9,16.1,18,16.3
2,"2008-06-12",91,73,82,"M",63,70,0,17,"-","-"," ","M","M","M",0,29.26,29.89,14.8,18,15.1
1,"2008-06-13",82,65,74,6,62,66,0,9,416,1927,"TSRA RA BR",0,"M",0,0.39,29.21,29.92,8.9,22,9.9
2,"2008-06-13",82,66,74,"M",63,66,0,9,"-","-","TS TSRA RA","M","M","M",0.19,29.28,29.91,9.6,23,10.8
1,"2008-06-14",84,59,72,4,53,61,0,7,416,1928," ",0,"M",0,0,29.23,29.94,8.3,24,8.8
2,"2008-06-14",84,61,73,"M",52,62,0,8,"-","-"," ","M","M","M",0,29.29,29.92,8.7,24,9.3
1,"2008-06-15",81,61,71,3,60,64,0,6,416,1928,"RA",0,"M",0,0.18,29.15,29.84,8.1,24,9.8
2,"2008-06-15",82,60,71,"M",60,64,0,6,"-","-","TSRA RA BR","M","M","M",0.29,29.23,29.83,8.4,24,9.7
1,"2008-06-16",72,59,66,-3,49,57,0,1,416,1929," ",0,"M",0,0,29.2,29.91,10.7,31,11.2
2,"2008-06-16",74,60,67,"M",49,57,0,2,"-","-"," ","M","M","M",0,29.25,29.89,10.8,31,11.5
1,"2008-06-17",76,55,66,-3,46,55,0,1,416,1929," ",0,"M",0,0,29.26,29.97,10.7,30,11.2
2,"2008-06-17",76,56,66,"M",46,55,0,1,"-","-"," ","M","M","M",0,29.32,29.96,10.2,30,10.8
1,"2008-06-18",77,56,67,-3,48,56,0,2,416,1929," ",0,"M",0,0,29.21,29.92,4.8,3,7.3
2,"2008-06-18",75,58,67,"M",49,56,0,2,"-","-"," ","M","M","M",0,29.26,29.91,5,5,7.5
1,"2008-06-19",81,52,67,-3,46,56,0,2,416,1930," ",0,"M",0,0,29.21,29.93,1.8,25,5.1
2,"2008-06-19",80,55,68,"M",47,57,0,3,"-","-"," ","M","M","M",0,29.27,29.92,1.5,14,5.4
1,"2008-06-20",82,58,70,0,53,60,0,5,416,1930,"TSRA RA",0,"M",0,0.09,29.25,29.96,6.7,22,7.9
2,"2008-06-20",83,60,72,"M",52,59,0,7,"-","-","RA","M","M","M",0.04,29.3,29.95,6.5,23,7.2
1,"2008-06-21",82,61,72,2,52,61,0,7,416,1930," ",0,"M",0,0.01,29.24,29.95,7.1,29,7.8
2,"2008-06-21",83,62,73,"M",53,61,0,8,"-","-","RA","M","M","M",0.01,29.29,29.93,5.6,29,6.9
1,"2008-06-22",82,57,70,0,52,59,0,5,417,1931,"TS TSRA",0,"M",0,0.16,29.18,29.89,2.9,31,5.1
2,"2008-06-22",81,61,71,"M",53,60,0,6,"-","-","RA","M","M","M",0.02,29.23,29.87,1.5,34,4.4
1,"2008-06-23",77,56,67,-3,54,59,0,2,417,1931," ",0,"M",0,0,29.33,30.04,3.9,4,6.4
2,"2008-06-23",76,57,67,"M",54,59,0,2,"-","-"," ","M","M","M",0,29.38,30.03,3.8,3,6.4
1,"2008-06-24",82,55,69,-2,53,60,0,4,417,1931," ",0,"M",0,0,29.44,30.15,5.1,18,5.8
2,"2008-06-24",82,57,70,"M",52,60,0,5,"-","-"," ","M","M","M",0,29.49,30.13,4.3,18,5.4
1,"2008-06-25",79,66,73,2,64,67,0,8,417,1931,"RA",0,"M",0,0.08,29.28,29.99,8,22,9.3
2,"2008-06-25",79,67,73,"M",65,68,0,8,"-","-","RA BR","M","M","M",0.11,29.34,29.98,7.5,21,8.5
1,"2008-06-26",86,70,78,7,66,70,0,13,418,1931,"BR",0,"M",0,0,29.15,29.86,6.3,26,7.3
2,"2008-06-26",87,71,79,"M",67,71,0,14,"-","-","BR","M","M","M",0,29.21,29.84,6.8,25,7.8
1,"2008-06-27",84,66,75,4,67,70,0,10,418,1931,"RA",0,"M",0,"  T",29.05,29.76,6.7,22,7.4
2,"2008-06-27",85,69,77,"M",67,70,0,12,"-","-","RA","M","M","M","  T",29.11,29.74,8.3,21,9.1
1,"2008-06-28",83,64,74,3,55,63,0,9,419,1931,"TSRA HZ",0,"M",0,0.04,28.98,29.69,12.1,25,13.2
2,"2008-06-28",84,66,75,"M",55,63,0,10,"-","-","RA","M","M","M","  T",29.05,29.68,13.3,26,14.5
1,"2008-06-29",75,60,68,-3,58,61,0,3,419,1931,"RA BR",0,"M",0,0.58,29.08,29.77,7.3,31,9.7
2,"2008-06-29",77,61,69,"M",58,61,0,4,"-","-","RA BR","M","M","M",0.22,29.13,29.75,7.9,30,10.1
1,"2008-06-30",80,59,70,-2,50,58,0,5,419,1931," ",0,"M",0,0,29.28,29.98,6,34,9.6
2,"2008-06-30",81,59,70,"M",49,58,0,5,"-","-"," ","M","M","M",0,29.34,29.96,5.5,35,9.1
1,"2008-07-01",83,58,71,-1,51,60,0,6,420,1931," ",0,"M",0,0,29.24,29.97,8.1,24,8
2,"2008-07-01",84,57,71,"M",50,60,0,6,"-","-"," ","M","M","M",0,29.3,29.95,8.2,23,8.3
1,"2008-07-02",87,63,75,3,62,66,0,10,420,1931,"TS RA BR",0,"M",0,0.2,29.09,29.79,8.7,23,13.2
2,"2008-07-02",89,63,76,"M",62,67,0,11,"-","-","RA","M","M","M",0.12,29.14,29.78,7.4,24,11.7
1,"2008-07-03",71,55,63,-9,51,57,2,0,421,1931," ",0,"M",0,"  T",29.34,30.04,11.6,3,12
2,"2008-07-03",71,59,65,"M",51,57,0,0,"-","-"," ","M","M","M","  T",29.39,30.01,13.3,3,13.5
1,"2008-07-04",76,52,64,-8,50,57,1,0,422,1930," ",0,"M",0,0,29.35,30.06,6,5,6.6
2,"2008-07-04",75,58,67,"M",50,58,0,2,"-","-"," ","M","M","M",0,29.4,30.05,6.5,6,7.5
1,"2008-07-05",80,54,67,-5,52,59,0,2,422,1930," ",0,"M",0,0,29.31,30.03,4.6,7,7
2,"2008-07-05",79,57,68,"M",52,60,0,3,"-","-"," ","M","M","M",0,29.36,30.01,4.7,10,5.7
1,"2008-07-06",87,59,73,1,57,65,0,8,423,1930," ",0,"M",0,0,29.21,29.94,9.3,19,9.4
2,"2008-07-06",88,63,76,"M",58,65,0,11,"-","-"," ","M","M","M",0,29.28,29.92,8.3,19,8.9
1,"2008-07-07",87,71,79,7,67,71,0,14,423,1930,"TSRA RA",0,"M",0,0.03,29.16,29.87,10.9,22,11.9
2,"2008-07-07",87,74,81,"M",68,71,0,16,"-","-"," ","M","M","M",0.11,29.21,29.86,10.8,21,11.4
1,"2008-07-08",85,70,78,5,67,71,0,13,424,1929," ",0,"M",0,0.03,29.1,29.81,7.8,26,9.1
2,"2008-07-08",86,46,"M","M",68,71,"M","M","-","-","TS RA","M","M","M",0.28,29.16,29.8,7.4,24,8.3
1,"2008-07-09",85,67,76,3,55,63,0,11,425,1929," ",0,"M",0,"  T",29.26,29.95,9.5,31,10.3
2,"2008-07-09",85,67,76,"M",55,64,0,11,"-","-"," ","M","M","M",0,29.31,29.94,8.1,32,9.1
1,"2008-07-10",82,64,73,0,63,66,0,8,425,1929,"TSRA RA BR",0,"M",0,0.72,29.26,29.99,8.5,23,9.2
2,"2008-07-10",84,64,74,"M",62,67,0,9,"-","-","TSRA RA","M","M","M",0.43,29.33,29.97,8.1,23,8.6
1,"2008-07-11",88,64,76,3,65,69,0,11,426,1928,"TSRA RA BR",0,"M",0,0.34,29.23,29.97,5.2,20,8.4
2,"2008-07-11",89,64,77,"M",65,69,0,12,"-","-","TS TSRA RA","M","M","M",0.03,29.3,29.95,3.7,19,7.5
1,"2008-07-12",81,65,73,0,63,66,0,8,427,1928,"TS TSRA RA BR",0,"M",0,0.73,29.19,29.89,7.7,26,10.3
2,"2008-07-12",83,66,75,"M",64,67,0,10,"-","-","TSRA RA BR","M","M","M",0.65,29.25,29.87,8.4,26,11
1,"2008-07-13",79,62,71,-2,54,61,0,6,428,1927," ",0,"M",0,0,29.12,29.84,12.1,27,12.4
2,"2008-07-13",79,61,70,"M",53,61,0,5,"-","-"," ","M","M","M",0,29.18,29.83,13.6,27,13.8
1,"2008-07-14",84,62,73,0,54,62,0,8,428,1927," ",0,"M",0,0,29.22,29.92,4.5,29,7.8
2,"2008-07-14",84,62,73,"M",54,62,0,8,"-","-"," ","M","M","M",0,29.28,29.9,1.9,29,7.1
1,"2008-07-15",90,61,76,2,62,68,0,11,429,1926," ",0,"M",0,0,29.3,30,6.8,23,7.4
2,"2008-07-15",91,67,79,"M",63,69,0,14,"-","-"," ","M","M","M",0,29.36,29.98,7.8,22,8.3
1,"2008-07-16",90,71,81,7,66,70,0,16,430,1925," ",0,"M",0,0,29.39,30.09,5,23,7.2
2,"2008-07-16",91,73,82,"M",67,71,0,17,"-","-"," ","M","M","M",0,29.44,30.07,5.2,21,7.4
1,"2008-07-17",89,71,80,6,66,71,0,15,431,1925," ",0,"M",0,0,29.33,30.05,8.6,22,9
2,"2008-07-17",90,74,82,"M",66,71,0,17,"-","-"," ","M","M","M",0,29.39,30.03,8.9,22,9.3
1,"2008-07-18",86,74,80,6,68,72,0,15,432,1924,"RA",0,"M",0,0.04,29.24,29.95,2.6,22,5.4
2,"2008-07-18",91,73,82,"M",67,71,0,17,"-","-","RA","M","M","M","  T",29.3,29.94,6.8,23,8.2
1,"2008-07-19",78,67,73,-1,68,69,0,8,433,1923,"RA BR VCTS",0,"M",0,1.61,29.19,29.91,2,33,5.8
2,"2008-07-19",80,70,75,"M",70,71,0,10,"-","-","RA BR","M","M","M",1.22,29.24,29.89,1.1,23,5.9
1,"2008-07-20",86,68,77,3,68,71,0,12,433,1923,"TSRA",0,"M",0,0.74,29.2,29.91,4.5,25,5.7
2,"2008-07-20",86,68,77,"M",68,71,0,12,"-","-","TSRA RA","M","M","M",0.43,29.25,29.89,6.1,27,7
1,"2008-07-21",83,68,76,2,65,68,0,11,434,1922,"TSRA RA",0,"M",0,0.13,29.21,29.92,3.3,3,7.4
2,"2008-07-21",84,70,77,"M",66,69,0,12,"-","-","TSRA RA VCTS","M","M","M",0.13,29.26,29.9,2.4,2,8
1,"2008-07-22",77,63,70,-4,59,64,0,5,435,1921," ",0,"M",0,"  T",29.31,30,8.2,3,8.7
2,"2008-07-22",75,66,71,"M",61,64,0,6,"-","-","RA","M","M","M",0.06,29.36,29.98,8.6,3,9.3
1,"2008-07-23",81,60,71,-3,52,60,0,6,436,1920," ",0,"M",0,0,29.39,30.1,7.6,2,8.5
2,"2008-07-23",81,60,71,"M",52,61,0,6,"-","-"," ","M","M","M",0,29.44,30.08,8.3,36,9.3
1,"2008-07-24",82,59,71,-3,53,61,0,6,437,1919," ",0,"M",0,0,29.33,30.05,3.9,24,4.4
2,"2008-07-24",82,60,71,"M",52,61,0,6,"-","-"," ","M","M","M",0,29.39,30.04,4.3,24,4.7
1,"2008-07-25",82,61,72,-2,63,67,0,7,438,1918," ",0,"M",0,0,29.26,29.99,5.5,23,6.9
2,"2008-07-25",84,65,75,"M",63,67,0,10,"-","-"," ","M","M","M",0,29.33,29.98,6.8,22,7.6
1,"2008-07-26",84,65,75,1,58,65,0,10,439,1918,"BR",0,"M",0,0,29.22,29.94,8.5,31,9.1
2,"2008-07-26",85,67,76,"M",58,66,0,11,"-","-","BR","M","M","M",0,29.28,29.92,6.9,30,7.7
1,"2008-07-27",83,62,73,-1,58,64,0,8,440,1917," ",0,"M",0,0,29.16,29.89,5.9,24,6.7
2,"2008-07-27",83,63,73,"M",58,65,0,8,"-","-"," ","M","M","M",0,29.22,29.87,5.9,24,6.8
1,"2008-07-28",85,66,76,2,63,67,0,11,441,1916," ",0,"M",0,0,29.16,29.87,4,7,6.1
2,"2008-07-28",84,70,77,"M",63,68,0,12,"-","-"," ","M","M","M",0,29.21,29.85,4.4,10,6.4
1,"2008-07-29",88,65,77,3,67,70,0,12,442,1915,"TSRA RA",0,"M",0,0.05,29.14,29.85,6.4,20,7.9
2,"2008-07-29",89,70,80,"M",67,71,0,15,"-","-","TSRA RA BR","M","M","M",0.23,29.21,29.83,5.9,20,7.9
1,"2008-07-30",89,72,81,7,65,70,0,16,443,1914," ",0,"M",0,0,29.04,29.75,7.8,27,8.6
2,"2008-07-30",90,72,81,"M",67,71,0,16,"-","-"," ","M","M","M",0,29.1,29.73,8.8,27,9.7
1,"2008-07-31",89,72,81,7,67,70,0,16,444,1913,"RA BR",0,"M",0,0.14,29.06,29.76,4.9,27,5.8
2,"2008-07-31",89,71,80,"M",69,72,0,15,"-","-","RA","M","M","M",0.5,29.11,29.74,5.6,27,6.9
1,"2008-08-01",89,68,79,6,68,72,0,14,445,1911,"RA",0,"M",0,1.05,29.09,29.79,3.1,31,5.7
2,"2008-08-01",89,72,81,"M",69,73,0,16,"-","-"," ","M","M","M",0,29.14,29.77,1.9,6,3.6
1,"2008-08-02",81,65,73,0,59,65,0,8,446,1910," ",0,"M",0,0,29.24,29.93,8.4,3,9.2
2,"2008-08-02",80,68,74,"M",60,65,0,9,"-","-"," ","M","M","M",0,29.28,29.9,8.6,3,9.2
1,"2008-08-03",84,61,73,0,61,66,0,8,447,1909," ",0,"M",0,0,29.24,29.96,5.3,18,6
2,"2008-08-03",85,63,74,"M",61,67,0,9,"-","-"," ","M","M","M",0,29.3,29.94,5.2,19,6.5
1,"2008-08-04",87,70,79,6,68,70,0,14,448,1908,"TS TSRA RA BR",0,"M","  T",2.43,29.18,29.9,3.1,18,9
2,"2008-08-04",88,69,79,"M",69,71,0,14,"-","-","TSRA RA BR HZ VCTS","M","M","M",0.59,29.24,29.89,2.9,19,9.1
1,"2008-08-05",87,69,78,5,67,71,0,13,449,1907,"HZ",0,"M",0,0,29.24,29.93,6.2,31,7.4
2,"2008-08-05",88,71,80,"M",69,72,0,15,"-","-","BR HZ","M","M","M",0.08,29.3,29.91,2.9,31,6.3
1,"2008-08-06",84,67,76,3,60,66,0,11,450,1906," ",0,"M",0,0,29.29,30,6.8,30,8.1
2,"2008-08-06",84,67,76,"M",60,66,0,11,"-","-"," ","M","M","M",0.01,29.35,29.98,5.4,29,6.9
1,"2008-08-07",82,64,73,0,56,63,0,8,451,1904," ",0,"M",0,0,29.26,29.98,7.8,34,9.4
2,"2008-08-07",81,63,72,"M",57,63,0,7,"-","-"," ","M","M","M",0.01,29.31,29.96,7.1,35,9.1
1,"2008-08-08",79,63,71,-2,54,61,0,6,452,1903," ",0,"M",0,0,29.29,30.01,4.5,2,7.4
2,"2008-08-08",78,64,71,"M",54,61,0,6,"-","-"," ","M","M","M",0,29.34,29.99,3.5,1,6.7
1,"2008-08-09",80,62,71,-2,58,62,0,6,453,1902," ",0,"M",0,"  T",29.2,29.92,2.6,31,9
2,"2008-08-09",78,61,70,"M",58,63,0,5,"-","-","RA","M","M","M","  T",29.25,29.91,3.8,28,9.6
1,"2008-08-10",74,58,66,-7,52,58,0,1,454,1900," ",0,"M",0,0,29.31,30.02,8.4,2,9
2,"2008-08-10",74,61,68,"M",53,59,0,3,"-","-"," ","M","M","M",0,29.36,30,10.2,2,9.9
1,"2008-08-11",77,59,68,-5,57,61,0,3,455,1859," ",0,"M",0,0,29.3,30.02,3.9,5,6.3
2,"2008-08-11",76,60,68,"M",57,62,0,3,"-","-"," ","M","M","M",0,29.36,30.01,3.5,5,6.1
1,"2008-08-12",77,61,69,-4,57,62,0,4,456,1858," ",0,"M",0,0,29.17,29.9,3.3,10,3.8
2,"2008-08-12",77,62,70,"M",57,62,0,5,"-","-"," ","M","M","M",0,29.23,29.89,3.3,10,4
1,"2008-08-13",79,66,73,0,59,63,0,8,457,1856,"RA",0,"M",0,0.06,29.11,29.84,3,7,4.6
2,"2008-08-13",77,66,72,"M",59,63,0,7,"-","-"," ","M","M","M","  T",29.17,29.82,3.1,8,5.2
1,"2008-08-14",79,63,71,-1,60,64,0,6,458,1855,"BR HZ",0,"M",0,0,29.23,29.93,7.3,3,7.9
2,"2008-08-14",78,65,72,"M",60,64,0,7,"-","-","BR","M","M","M","  T",29.28,29.91,7.7,3,8.4
1,"2008-08-15",78,61,70,-2,54,61,0,5,459,1854," ",0,"M",0,0,29.44,30.13,6.9,3,7.9
2,"2008-08-15",78,61,70,"M",55,61,0,5,"-","-"," ","M","M","M",0,29.49,30.11,7.5,4,9.1
1,"2008-08-16",83,58,71,-1,53,61,0,6,500,1852," ",0,"M",0,0,29.4,30.13,5.7,29,6.5
2,"2008-08-16",82,59,71,"M",53,61,0,6,"-","-"," ","M","M","M",0,29.46,30.11,5.5,29,6.4
1,"2008-08-17",84,63,74,2,60,65,0,9,501,1851," ",0,"M",0,0,29.28,30.01,7.9,26,8
2,"2008-08-17",85,63,74,"M",59,65,0,9,"-","-"," ","M","M","M",0,29.34,30,8.5,25,8.8
