"Station","Date","Tmax","Tmin","Tavg","Depart","DewPoint","WetBulb","Heat","Cool","Sunrise","Sunset","CodeSum","Depth","Water1","SnowFall","PrecipTotal","StnPressure","SeaLevel","ResultSpeed","ResultDir","AvgSpeed"
1,"2010-06-02",77,57,67,3,61,64,0,2,419,1920,"TSRA RA BR",0,"M",0,1.02,29,29.71,3.6,34,8.7
2,"2010-06-02",77,59,68,"M",61,64,0,3,"-","-","TSRA RA BR","M","M","M",1.3,29.05,29.69,2.8,32,10.1
1,"2010-06-03",71,56,64,0,46,55,1,0,418,1921," ",0,"M",0,0,29.1,29.81,6.7,4,7.8
2,"2010-06-03",71,58,65,"M",46,55,0,0,"-","-"," ","M","M","M",0,29.15,29.79,6.1,4,7.7
1,"2010-06-04",83,57,70,6,60,65,0,5,418,1922," ",0,"M",0,0,29,29.73,7.8,22,9.8
2,"2010-06-04",83,60,72,"M",59,64,0,7,"-","-"," ","M","M","M","  T",29.07,29.71,6.8,21,8.5
1,"2010-06-05",79,60,70,5,65,67,0,5,417,1923,"RA BR",0,"M",0,0.15,28.95,29.66,5,23,7.8
2,"2010-06-05",79,60,70,"M",63,66,0,5,"-","-","TS RA BR","M","M","M",0.51,29,29.65,3.8,24,8
1,"2010-06-06",76,55,66,0,55,59,0,1,417,1923,"RA",0,"M",0,"  T",29.16,29.84,9.2,32,11.2
2,"2010-06-06",75,58,67,"M",54,59,0,2,"-","-","RA","M","M","M","  T",29.22,29.83,8.3,33,10.4
1,"2010-06-07",70,54,62,-4,49,55,3,0,417,1924," ",0,"M",0,0,29.34,30.05,6.4,8,6.9
2,"2010-06-07",69,56,63,"M",48,55,2,0,"-","-"," ","M","M","M",0,29.41,30.04,6.5,7,7.9
1,"2010-06-08",67,58,63,-3,57,59,2,0,417,1925,"RA BR",0,"M",0,0.45,29.22,29.97,8.8,13,10.1
2,"2010-06-08",67,59,63,"M",57,59,2,0,"-","-","RA BR","M","M","M",0.33,29.28,29.96,7.8,13,8.9
1,"2010-06-09",83,65,74,8,56,63,0,9,416,1925,"BR",0,"M",0,0,29.13,29.84,10.2,28,10.8
2,"2010-06-09",83,67,75,"M",55,63,0,10,"-","-","BR","M","M","M",0,29.19,29.82,10,27,10.8
1,"2010-06-10",77,58,68,1,54,60,0,3,416,1926," ",0,"M",0,0,29.26,29.96,4.8,7,6.7
2,"2010-06-10",75,60,68,"M",54,60,0,3,"-","-"," ","M","M","M",0,29.31,29.94,5.3,8,6.7
1,"2010-06-11",89,64,77,10,67,71,0,12,416,1926,"TS RA",0,"M",0,0.02,29.18,29.89,8.8,19,10.5
2,"2010-06-11",88,64,76,"M",67,71,0,11,"-","-","TSRA","M","M","M",0.41,29.24,29.88,8.6,19,10.2
1,"2010-06-12",77,62,70,2,63,65,0,5,416,1927,"TSRA RA BR",0,"M",0,0.34,29.25,29.96,3.9,4,8.1
2,"2010-06-12",77,62,70,"M",63,65,0,5,"-","-","RA BR HZ","M","M","M",0.12,29.31,29.94,2.2,2,7.4
1,"2010-06-13",71,62,67,-1,62,64,0,2,416,1927,"RA BR",0,"M",0,0.25,29.26,29.98,3.5,9,5
2,"2010-06-13",73,61,67,"M",61,63,0,2,"-","-","RA BR HZ","M","M","M",0.25,29.32,29.97,3.6,7,4.6
1,"2010-06-14",70,60,65,-3,61,62,0,0,416,1928,"RA BR",0,"M",0,"  T",29.23,29.94,6.2,4,6.6
2,"2010-06-14",72,61,67,"M",61,63,0,2,"-","-","RA BR HZ","M","M","M",0.01,29.28,29.92,5.5,5,6.5
1,"2010-06-15",79,60,70,2,66,67,0,5,416,1928,"RA BR",0,"M",0,0.59,29.16,29.89,2.2,19,5.5
2,"2010-06-15",79,61,70,"M",65,67,0,5,"-","-","RA BR HZ","M","M","M",0.88,29.23,29.88,3.2,20,6.3
1,"2010-06-16",82,63,73,4,61,65,0,8,416,1929," ",0,"M",0,0,29.28,29.98,5.9,28,9
2,"2010-06-16",86,65,76,"M",60,65,0,11,"-","-"," ","M","M","M",0,29.34,29.97,6.1,27,10.2
1,"2010-06-17",84,64,74,5,62,67,0,9,416,1929," ",0,"M",0,0,29.3,30.01,5.8,14,7.5
2,"2010-06-17",84,67,76,"M",61,67,0,11,"-","-"," ","M","M","M",0,29.36,30,4.4,14,6.9
1,"2010-06-18",90,67,79,9,66,69,0,14,416,1929,"TSRA BR",0,"M",0,0.87,29.18,29.92,6.8,21,10.4
2,"2010-06-18",91,66,79,"M",66,69,0,14,"-","-","TS TSRA RA","M","M","M",0.66,29.24,29.91,6.2,22,9.6
1,"2010-06-19",85,66,76,6,61,66,0,11,416,1930," ",0,"M",0,0,29.24,29.94,9.8,28,10.6
2,"2010-06-19",86,66,76,"M",60,66,0,11,"-","-"," ","M","M","M",0,29.3,29.92,10.1,27,11.5
1,"2010-06-20",81,64,73,3,61,65,0,8,416,1930," ",0,"M",0,"  T",29.34,30.04,3.8,8,4.7
2,"2010-06-20",80,67,74,"M",60,65,0,9,"-","-"," ","M","M","M","  T",29.4,30.02,4.4,8,5.2
1,"2010-06-21",85,67,76,6,66,69,0,11,416,1930,"TSRA BR",0,"M",0,0.22,29.26,29.97,5.6,16,8.4
2,"2010-06-21",85,68,77,"M",66,69,0,12,"-","-","TSRA","M","M","M",0.4,29.31,29.96,4.4,17,7
1,"2010-06-22",85,69,77,7,68,71,0,12,417,1931," ",0,"M",0,0,29.28,29.98,5.9,23,6.9
2,"2010-06-22",86,70,78,"M",68,71,0,13,"-","-"," ","M","M","M",0,29.34,29.97,6.7,22,7.2
1,"2010-06-23",87,69,78,8,70,71,0,13,417,1931,"TS TSRA RA BR",0,"M",0,0.87,29.16,29.89,10.2,22,11.5
2,"2010-06-23",87,67,77,"M",69,71,0,12,"-","-","TS TSRA RA BR HZ","M","M","M",1.23,29.23,29.89,9.3,22,11.5
1,"2010-06-24",84,65,75,4,60,65,0,10,417,1931," ",0,"M",0,0,29.33,30.03,5.4,32,8.7
2,"2010-06-24",81,65,73,"M",59,65,0,8,"-","-"," ","M","M","M",0,29.38,30.01,2.3,36,8.1
1,"2010-06-25",84,62,73,2,62,67,0,8,417,1931," ",0,"M",0,0,29.28,30,6.4,20,7.3
2,"2010-06-25",84,66,75,"M",61,66,0,10,"-","-"," ","M","M","M",0,29.34,29.99,6.5,20,7.7
1,"2010-06-26",87,69,78,7,66,70,0,13,418,1931,"TS TSRA",0,"M",0,0.85,29.1,29.83,1,11,6.7
2,"2010-06-26",88,68,78,"M",65,69,0,13,"-","-","TSRA RA BR","M","M","M",0.7,29.16,29.81,2.3,16,7
1,"2010-06-27",85,72,79,8,70,73,0,14,418,1931," ",0,"M",0,0.54,28.9,29.62,7.4,24,9.1
2,"2010-06-27",87,72,80,"M",69,72,0,15,"-","-","BR","M","M","M",0.88,28.95,29.6,8.5,24,10
1,"2010-06-28",82,63,73,2,59,65,0,8,419,1931," ",0,"M",0,0,29.08,29.76,9.4,31,11.3
2,"2010-06-28",82,65,74,"M",59,65,0,9,"-","-"," ","M","M","M",0,29.13,29.74,9.1,31,11.7
1,"2010-06-29",75,59,67,-4,53,59,0,2,419,1931," ",0,"M",0,0,29.41,30.09,6.2,4,7.5
2,"2010-06-29",73,62,68,"M",52,59,0,3,"-","-"," ","M","M","M",0,29.46,30.07,6.7,6,8.6
1,"2010-06-30",75,56,66,-6,50,57,0,1,419,1931," ",0,"M",0,0,29.54,30.25,3.7,4,6
2,"2010-06-30",76,57,67,"M",50,57,0,2,"-","-"," ","M","M","M",0,29.6,30.23,3.9,5,6.6
1,"2010-07-01",77,55,66,-6,48,57,0,1,420,1931," ",0,"M",0,0,29.59,30.33,5,9,5.5
2,"2010-07-01",77,58,68,"M",47,57,0,3,"-","-"," ","M","M","M",0,29.65,30.31,6.2,10,6
1,"2010-07-02",83,59,71,-1,53,61,0,6,420,1931," ",0,"M",0,0,29.47,30.2,7.9,19,8.1
2,"2010-07-02",83,62,73,"M",50,60,0,8,"-","-"," ","M","M","M",0,29.52,30.19,7.5,18,7.9
1,"2010-07-03",87,60,74,2,56,63,0,9,421,1931," ",0,"M",0,0,29.31,30.04,8.5,20,9
2,"2010-07-03",87,64,76,"M",54,63,0,11,"-","-"," ","M","M","M",0,29.36,30.02,8.1,20,8.4
1,"2010-07-04",91,68,80,8,66,71,0,15,422,1930," ",0,"M",0,0,29.2,29.91,10.2,22,10.5
2,"2010-07-04",92,72,82,"M",65,71,0,17,"-","-"," ","M","M","M",0.03,29.26,29.9,10.2,22,10.7
1,"2010-07-05",91,78,85,13,64,71,0,20,422,1930," ",0,"M",0,0,29.2,29.9,15,20,15.3
2,"2010-07-05",90,79,85,"M",63,70,0,20,"-","-"," ","M","M","M",0,29.26,29.88,13,20,13.3
1,"2010-07-06",90,73,82,10,69,73,0,17,423,1930,"TSRA RA",0,"M",0,0.37,29.26,29.96,8.4,22,9
2,"2010-07-06",91,75,83,"M",68,72,0,18,"-","-","RA","M","M","M",0.04,29.33,29.95,9,23,10.2
1,"2010-07-07",93,71,82,10,70,73,0,17,423,1930,"BR",0,"M",0,0.2,29.34,30.03,3.5,23,6.3
2,"2010-07-07",94,72,83,"M",69,73,0,18,"-","-"," ","M","M","M",0.05,29.39,30.01,4.8,24,5.5
1,"2010-07-08",88,73,81,8,70,73,0,16,424,1929,"TSRA RA BR",0,"M",0,0.16,29.27,29.99,2.7,32,5.4
2,"2010-07-08",87,74,81,"M",69,72,0,16,"-","-","RA BR","M","M","M",0.15,29.33,29.97,0.5,34,4.7
1,"2010-07-09",88,70,79,6,59,67,0,14,425,1929," ",0,"M",0,"  T",29.26,29.98,6.3,36,7.5
2,"2010-07-09",87,72,80,"M",59,67,0,15,"-","-"," ","M","M","M","  T",29.32,29.96,4.9,2,6.5
1,"2010-07-10",89,69,79,6,61,68,0,14,425,1929," ",0,"M",0,0,29.23,29.95,6.3,28,8
2,"2010-07-10",89,69,79,"M",59,67,0,14,"-","-"," ","M","M","M",0.01,29.29,29.93,4.1,27,7.1
1,"2010-07-11",85,66,76,3,63,67,0,11,426,1928,"TSRA RA BR",0,"M",0,0.79,29.08,29.81,5.6,23,7.8
2,"2010-07-11",85,67,76,"M",62,67,0,11,"-","-","TSRA RA BR","M","M","M",0.77,29.13,29.79,6.4,21,6.7
1,"2010-07-12",84,65,75,2,65,68,0,10,427,1928,"BR",0,"M",0,"  T",29.05,29.76,1.7,35,3.9
2,"2010-07-12",84,65,75,"M",64,68,0,10,"-","-","RA BR HZ","M","M","M",0.01,29.11,29.74,1.1,4,4.6
1,"2010-07-13",84,70,77,4,65,69,0,12,428,1927," ",0,"M",0,0.17,29.18,29.87,5.4,10,6.1
2,"2010-07-13",84,71,78,"M",64,68,0,13,"-","-","RA","M","M","M",0.02,29.24,29.85,6.2,9,6.9
1,"2010-07-14",90,70,80,7,71,74,0,15,428,1927,"BR",0,"M",0,0,29.25,29.96,9.2,17,10.1
2,"2010-07-14",91,72,82,"M",69,73,0,17,"-","-","BR HZ","M","M","M",0,29.31,29.94,8.6,18,9.2
1,"2010-07-15",90,71,81,7,69,73,0,16,429,1926," ",0,"M",0,0.01,29.21,29.91,7,27,10.1
2,"2010-07-15",92,73,83,"M",69,73,0,18,"-","-"," ","M","M","M",0,29.26,29.89,7.9,25,10.3
1,"2010-07-16",90,67,79,5,62,68,0,14,430,1925," ",0,"M",0,0,29.23,29.95,7.4,25,8.1
2,"2010-07-16",90,68,79,"M",60,68,0,14,"-","-"," ","M","M","M",0,29.29,29.93,6.6,25,7.9
1,"2010-07-17",93,71,82,8,63,70,0,17,431,1925," ",0,"M",0,0,29.18,29.89,5.6,28,6.9
2,"2010-07-17",92,71,82,"M",64,70,0,17,"-","-"," ","M","M","M",0,29.24,29.87,1.4,26,6.4
1,"2010-07-18",92,72,82,8,69,73,0,17,432,1924," ",0,"M",0,0.01,29.1,29.82,7,25,9.7
2,"2010-07-18",91,74,83,"M",69,73,0,18,"-","-"," ","M","M","M",0.29,29.16,29.8,7.1,24,9.2
1,"2010-07-19",84,69,77,3,66,70,0,12,433,1923,"RA",0,"M",0,0.01,29.18,29.89,2.3,24,4.9
2,"2010-07-19",84,72,78,"M",66,70,0,13,"-","-","RA","M","M","M","  T",29.23,29.87,3.4,23,4.9
1,"2010-07-20",86,68,77,3,68,70,0,12,433,1923," ",0,"M",0,"  T",29.21,29.92,5.4,23,7.2
2,"2010-07-20",85,69,77,"M",66,70,0,12,"-","-","HZ","M","M","M",0,29.26,29.9,7,23,7.9
1,"2010-07-21",91,72,82,8,65,70,0,17,434,1922," ",0,"M",0,0,29.29,30,4.7,31,6.8
2,"2010-07-21",90,73,82,"M",66,71,0,17,"-","-"," ","M","M","M",0,29.35,29.98,1.8,30,6.3
1,"2010-07-22",90,69,80,6,71,74,0,15,435,1921," ",0,"M",0,0.01,29.16,29.89,10.8,20,11.9
2,"2010-07-22",90,72,81,"M",70,74,0,16,"-","-","RA","M","M","M",0.02,29.23,29.88,8.2,20,9
1,"2010-07-23",94,70,82,8,71,74,0,17,436,1920,"TS TSRA RA BR",0,"M",0,2.79,29.15,29.85,11.2,24,11.8
2,"2010-07-23",95,71,83,"M",71,74,0,18,"-","-","TS TSRA RA BR","M","M","M",3.15,29.23,29.83,9.6,24,11
1,"2010-07-24",87,69,78,4,71,73,0,13,437,1919,"TSRA RA BR",0,"M",0,3.64,29.16,29.86,2.6,28,8.9
2,"2010-07-24",87,69,78,"M",70,72,0,13,"-","-","TS TSRA RA FG BR","M","M","M",4.73,29.21,29.84,2.9,23,10.1
1,"2010-07-25",81,66,74,0,59,65,0,9,438,1918," ",0,"M",0,0,29.36,30.06,8.7,2,9.2
2,"2010-07-25",81,68,75,"M",60,66,0,10,"-","-","BR","M","M","M",0.52,29.41,30.03,9.2,2,9.6
1,"2010-07-26",84,61,73,-1,62,67,0,8,439,1918," ",0,"M",0,0,29.38,30.09,4.5,12,5.2
2,"2010-07-26",84,64,74,"M",62,67,0,9,"-","-"," ","M","M","M",0,29.43,30.07,4.8,12,5.4
1,"2010-07-27",88,68,78,4,67,71,0,13,440,1917," ",0,"M",0,0,29.28,30.01,5.6,21,6.4
2,"2010-07-27",88,71,80,"M",66,71,0,15,"-","-"," ","M","M","M",0,29.34,29.99,6,21,6.7
1,"2010-07-28",88,73,81,7,71,74,0,16,441,1916,"BR",0,"M",0,0,29.24,29.94,6.8,28,9.3
2,"2010-07-28",91,77,84,"M",71,75,0,19,"-","-","HZ","M","M","M",0,29.3,29.92,5.2,25,8.8
1,"2010-07-29",82,67,75,1,58,65,0,10,442,1915," ",0,"M",0,0,29.36,30.07,6,5,7
2,"2010-07-29",81,69,75,"M",59,65,0,10,"-","-"," ","M","M","M",0,29.41,30.05,6.1,6,7.8
1,"2010-07-30",80,69,75,1,60,65,0,10,443,1914,"RA",0,"M",0,"  T",29.25,29.98,5.5,17,6.1
2,"2010-07-30",79,71,75,"M",59,65,0,10,"-","-","RA","M","M","M","  T",29.31,29.97,5.1,16,5.8
1,"2010-07-31",80,65,73,-1,64,67,0,8,444,1913,"TS TSRA RA BR",0,"M",0,0.68,29.14,29.86,3.6,13,5.8
2,"2010-07-31",78,65,72,"M",63,66,0,7,"-","-","RA BR HZ","M","M","M",0.6,29.21,29.84,3.1,14,4.8
1,"2010-08-01",86,65,76,3,65,68,0,11,445,1911,"BR HZ",0,"M",0,0,29.23,29.94,2.4,13,4.1
2,"2010-08-01",84,66,75,"M",64,68,0,10,"-","-","BR HZ","M","M","M",0,29.29,29.93,2.2,11,3.9
1,"2010-08-02",84,67,76,3,67,70,0,11,446,1910,"RA BR",0,"M",0,"  T",29.26,29.96,6.3,21,6.8
2,"2010-08-02",84,70,77,"M",66,70,0,12,"-","-","RA","M","M","M",0.08,29.31,29.94,5.4,21,6.2
1,"2010-08-03",86,66,76,3,71,73,0,11,447,1909,"TSRA RA BR",0,"M",0,0.28,29.2,29.91,2.6,21,3.3
2,"2010-08-03",87,65,76,"M",70,73,0,11,"-","-","TSRA RA BR","M","M","M",1.6,29.24,29.89,2.3,20,3.6
1,"2010-08-04",83,71,77,4,72,73,0,12,448,1908,"TSRA RA BR",0,"M",0,0.48,29.15,29.85,4.1,27,4.9
2,"2010-08-04",81,71,76,"M",71,73,0,11,"-","-","TSRA RA BR","M","M","M",0.57,29.21,29.83,3.6,26,4.2
1,"2010-08-05",83,68,76,3,62,67,0,11,449,1907," ",0,"M",0,0,29.13,29.84,10.6,29,10.9
2,"2010-08-05",84,68,76,"M",62,67,0,11,"-","-"," ","M","M","M",0,29.19,29.82,9.5,29,9.8
1,"2010-08-06",82,64,73,0,59,64,0,8,450,1906," ",0,"M",0,0,29.22,29.93,6.3,29,6.5
2,"2010-08-06",82,64,73,"M",58,64,0,8,"-","-"," ","M","M","M",0,29.28,29.91,5.9,29,6.3
1,"2010-08-07",83,62,73,0,64,68,0,8,451,1904," ",0,"M",0,0,29.2,29.92,7.6,23,8
2,"2010-08-07",84,66,75,"M",63,67,0,10,"-","-"," ","M","M","M",0,29.26,29.91,7.1,23,7.5
1,"2010-08-08",87,69,78,5,67,70,0,13,452,1903,"RA BR",0,"M",0,0.08,29.13,29.86,9.3,22,9.9
2,"2010-08-08",87,71,79,"M",66,70,0,14,"-","-"," ","M","M","M",0.05,29.21,29.85,8.6,21,9.3
1,"2010-08-09",88,72,80,7,71,74,0,15,453,1902,"TS",0,"M",0,0.15,29.2,29.9,4.1,24,7.1
2,"2010-08-09",89,75,82,"M",69,73,0,17,"-","-","HZ","M","M","M","  T",29.26,29.88,4.4,24,6.5
1,"2010-08-10",89,75,82,9,71,74,0,17,454,1900," ",0,"M",0,0,29.23,29.93,4.4,7,4.9
2,"2010-08-10",88,77,83,"M",71,74,0,18,"-","-"," ","M","M","M",0,29.28,29.91,5.5,8,5.9
1,"2010-08-11",90,75,83,10,70,74,0,18,455,1859,"BR",0,"M",0,0,29.13,29.84,4.2,28,6
2,"2010-08-11",90,77,84,"M",69,74,0,19,"-","-","HZ","M","M","M",0,29.2,29.82,5.2,27,7.4
1,"2010-08-12",92,74,83,10,70,74,0,18,456,1858," ",0,"M",0,0,29.13,29.83,3.3,10,5.7
2,"2010-08-12",89,75,82,"M",69,74,0,17,"-","-"," ","M","M","M",0,29.18,29.81,3.3,8,5.7
1,"2010-08-13",92,73,83,10,70,74,0,18,457,1856,"TS BR",0,"M",0,0.25,29.07,29.78,7.2,18,7.6
2,"2010-08-13",93,72,83,"M",70,74,0,18,"-","-","RA BR","M","M","M",0.66,29.13,29.76,7.4,17,9
1,"2010-08-14",88,72,80,8,69,73,0,15,458,1855," ",0,"M",0,"  T",29.11,29.82,3.6,25,5
2,"2010-08-14",88,72,80,"M",68,72,0,15,"-","-"," ","M","M","M","  T",29.18,29.8,2.8,22,4.2
1,"2010-08-15",83,66,75,3,62,67,0,10,459,1854," ",0,"M",0,0,29.21,29.9,8.1,29,8.8
2,"2010-08-15",84,67,76,"M",62,68,0,11,"-","-"," ","M","M","M",0,29.26,29.88,8.5,29,9.3
1,"2010-08-16",80,63,72,0,54,62,0,7,500,1852," ",0,"M",0,0,29.31,30.01,8.6,28,9.3
2,"2010-08-16",80,64,72,"M",54,62,0,7,"-","-"," ","M","M","M",0,29.36,30,9.3,27,9.9
1,"2010-08-17",79,64,72,0,57,63,0,7,501,1851,"RA",0,"M",0,0.03,29.36,30.07,4.5,30,6.1
