"Date","Time","Latitude","Longitude"
"2013-07-17","7:54:41 PM",42.0103816667,-87.7866533333
"2013-07-17","7:54:51 PM",42.0109083333,-87.7866433333
"2013-07-17","7:55:01 PM",42.011035,-87.7861716667
"2013-07-17","7:55:11 PM",42.0110183333,-87.7855516667
"2013-07-17","7:55:21 PM",42.0110116667,-87.7849333333
"2013-07-17","7:55:31 PM",42.011005,-87.7843883333
"2013-07-17","7:55:41 PM",42.01052,-87.78434
"2013-07-17","7:55:51 PM",42.0101616667,-87.784305
"2013-07-17","7:56:01 PM",42.0101516667,-87.7837766667
"2013-07-17","7:56:11 PM",42.01019,-87.78322
"2013-07-17","7:56:21 PM",42.010685,-87.78321
"2013-07-17","7:56:31 PM",42.01121,-87.783225
"2013-07-17","7:56:41 PM",42.0116916667,-87.7832033333
"2013-07-17","7:56:51 PM",42.0118983333,-87.7828283333
"2013-07-17","7:57:01 PM",42.011865,-87.782015
"2013-07-17","7:57:11 PM",42.01142,-87.7819783333
"2013-07-17","7:57:21 PM",42.0110366667,-87.7819616667
"2013-07-17","7:57:31 PM",42.01062,-87.7819583333
"2013-07-17","7:57:41 PM",42.0101633333,-87.7819883333
"2013-07-17","7:57:51 PM",42.0101266667,-87.7825683333
"2013-07-17","7:58:01 PM",42.0100533333,-87.7831066667
"2013-07-17","7:58:11 PM",42.009655,-87.7829916667
"2013-07-17","7:58:21 PM",42.009335,-87.7827
"2013-07-17","7:58:31 PM",42.0089633333,-87.7823716667
"2013-07-17","7:58:41 PM",42.0086583333,-87.78213
"2013-07-17","7:58:51 PM",42.0083633333,-87.7826166667
"2013-07-17","7:59:01 PM",42.0080583333,-87.783215
"2013-07-17","7:59:11 PM",42.008095,-87.7836766667
"2013-07-17","7:59:21 PM",42.008525,-87.7840633333
"2013-07-17","7:59:31 PM",42.008985,-87.7843083333
"2013-07-17","7:59:41 PM",42.0092833333,-87.7845866667
"2013-07-17","7:59:51 PM",42.0092866667,-87.78534
"2013-07-17","8:00:01 PM",42.009135,-87.7858166667
"2013-07-17","8:00:21 PM",42.0088383333,-87.7858816667
"2013-07-17","8:00:41 PM",42.007395,-87.7844983333
"2013-07-17","8:00:51 PM",42.0076483333,-87.7840033333
"2013-07-17","8:01:01 PM",42.007935,-87.7834933333
"2013-07-17","8:01:11 PM",42.0082133333,-87.78296
"2013-07-17","8:01:21 PM",42.008465,-87.7824333333
"2013-07-17","8:01:31 PM",42.0087116667,-87.781925
"2013-07-17","8:01:41 PM",42.0090233333,-87.78131
"2013-07-17","8:01:51 PM",42.009435,-87.7814533333
"2013-07-17","8:02:01 PM",42.0097816667,-87.7814016667
"2013-07-17","8:02:11 PM",42.0100533333,-87.78086
"2013-07-17","8:02:21 PM",42.0103916667,-87.7808533333
"2013-07-17","8:02:31 PM",42.01088,-87.7809533333
"2013-07-17","8:02:41 PM",42.0113666667,-87.7808783333
"2013-07-17","8:02:51 PM",42.01179,-87.7808433333
"2013-07-17","8:03:11 PM",42.011935,-87.7803783333
"2013-07-17","8:03:21 PM",42.0115866667,-87.7801766667
"2013-07-17","8:03:31 PM",42.0112883333,-87.78016
"2013-07-17","8:03:41 PM",42.01164,-87.78016
"2013-07-17","8:04:31 PM",42.0124066667,-87.7788033333
"2013-07-17","8:04:41 PM",42.0129416667,-87.7787933333
"2013-07-17","8:04:51 PM",42.0134966667,-87.7787666667
"2013-07-17","8:05:01 PM",42.0140316667,-87.7787616667
"2013-07-17","8:05:11 PM",42.0145533333,-87.7787666667
"2013-07-17","8:05:21 PM",42.0149933333,-87.77874
"2013-07-17","8:05:31 PM",42.015045,-87.7782083333
"2013-07-17","8:05:41 PM",42.0150983333,-87.77774
"2013-07-17","8:05:51 PM",42.0148133333,-87.7776733333
"2013-07-17","8:06:01 PM",42.0144033333,-87.7776733333
"2013-07-17","8:06:11 PM",42.0139666667,-87.77766
"2013-07-17","8:06:21 PM",42.013475,-87.7776616667
"2013-07-17","8:06:31 PM",42.0129866667,-87.7778666667
"2013-07-17","8:06:41 PM",42.0128216667,-87.7784816667
"2013-07-17","8:06:51 PM",42.0124316667,-87.7787266667
"2013-07-17","8:08:01 PM",42.0119866667,-87.77859
"2013-07-17","8:08:11 PM",42.011965,-87.7778583333
"2013-07-17","8:08:21 PM",42.0119533333,-87.7771516667
"2013-07-17","8:08:31 PM",42.0116716667,-87.777335
"2013-07-17","8:08:41 PM",42.0114366667,-87.77769
"2013-07-17","8:08:51 PM",42.0111966667,-87.77808
"2013-07-17","8:09:01 PM",42.01096,-87.7785966667
"2013-07-17","8:09:11 PM",42.0107333333,-87.7790466667
"2013-07-17","8:09:21 PM",42.01049,-87.7795133333
"2013-07-17","8:09:31 PM",42.0102866667,-87.779955
"2013-07-17","8:09:41 PM",42.0099816667,-87.7801183333
"2013-07-17","8:09:51 PM",42.009655,-87.779835
"2013-07-17","8:10:01 PM",42.009495,-87.7795066667
"2013-07-17","8:10:11 PM",42.0097216667,-87.7790816667
"2013-07-17","8:10:21 PM",42.0099433333,-87.7787
"2013-07-17","8:10:31 PM",42.010205,-87.77823
"2013-07-17","8:10:41 PM",42.0104333333,-87.7777766667
"2013-07-17","8:10:51 PM",42.01069,-87.7773316667
"2013-07-17","8:11:01 PM",42.010905,-87.7768666667
"2013-07-17","8:11:11 PM",42.01109,-87.7764266667
"2013-07-17","8:11:21 PM",42.011105,-87.7758116667
"2013-07-17","8:11:31 PM",42.0111283333,-87.775175
"2013-07-17","8:11:41 PM",42.0111316667,-87.7745683333
"2013-07-17","8:11:51 PM",42.0106533333,-87.774455
"2013-07-17","8:12:01 PM",42.0102583333,-87.774505
"2013-07-17","8:12:11 PM",42.0101916667,-87.7749466667
"2013-07-17","8:12:21 PM",42.01016,-87.7754416667
"2013-07-17","8:12:31 PM",42.0101483333,-87.775985
"2013-07-17","8:12:41 PM",42.0099166667,-87.7765283333
"2013-07-17","8:12:51 PM",42.009655,-87.77702
"2013-07-17","8:13:01 PM",42.0094266667,-87.77743
"2013-07-17","8:13:11 PM",42.009205,-87.7777533333
"2013-07-17","8:13:21 PM",42.0088266667,-87.777495
"2013-07-17","8:13:31 PM",42.0084983333,-87.77719
"2013-07-17","8:13:41 PM",42.0087033333,-87.77673
"2013-07-17","8:13:51 PM",42.0089183333,-87.7763066667
"2013-07-17","8:14:01 PM",42.0091383333,-87.7758716667
"2013-07-17","8:14:11 PM",42.0094183333,-87.7754766667
"2013-07-17","8:14:21 PM",42.0098216667,-87.7755266667
"2013-07-17","8:14:31 PM",42.0100933333,-87.7754383333
"2013-07-17","8:14:41 PM",42.0101383333,-87.7747883333
"2013-07-17","8:14:51 PM",42.0100633333,-87.7743283333
"2013-07-17","8:15:01 PM",42.0095866667,-87.774315
"2013-07-17","8:15:11 PM",42.009115,-87.7743066667
"2013-07-17","8:15:21 PM",42.0087433333,-87.7745716667
"2013-07-17","8:15:31 PM",42.0084833333,-87.7750683333
"2013-07-17","8:15:41 PM",42.0082016667,-87.7755733333
"2013-07-17","8:15:51 PM",42.0079283333,-87.776075
"2013-07-17","8:16:01 PM",42.0076216667,-87.7766883333
"2013-07-17","8:16:11 PM",42.0073783333,-87.7772933333
"2013-07-17","8:16:21 PM",42.0070933333,-87.7778683333
"2013-07-17","8:16:31 PM",42.006795,-87.7784016667
"2013-07-17","8:16:41 PM",42.0065,-87.7789933333
"2013-07-17","8:16:51 PM",42.0061966667,-87.7795016667
"2013-07-17","8:17:01 PM",42.0058883333,-87.7801166667
"2013-07-17","8:17:11 PM",42.0055916667,-87.7806983333
"2013-07-17","8:17:21 PM",42.0053366667,-87.7812616667
"2013-07-17","8:17:31 PM",42.0050116667,-87.7819233333
"2013-07-17","8:17:41 PM",42.0053166667,-87.7825716667
"2013-07-17","8:17:51 PM",42.0057333333,-87.782715
"2013-07-17","8:18:01 PM",42.006025,-87.782205
"2013-07-17","8:18:11 PM",42.006345,-87.782115
"2013-07-17","8:18:21 PM",42.00672,-87.7824566667
"2013-07-17","8:18:31 PM",42.0071683333,-87.7828566667
"2013-07-17","8:18:41 PM",42.007605,-87.7832516667
"2013-07-17","8:18:51 PM",42.0079616667,-87.7832183333
"2013-07-17","8:19:01 PM",42.0083066667,-87.782555
"2013-07-17","8:19:11 PM",42.0084716667,-87.782025
"2013-07-17","8:19:21 PM",42.0079866667,-87.781645
"2013-07-17","8:19:31 PM",42.0075916667,-87.7814516667
"2013-07-17","8:19:41 PM",42.00736,-87.7819616667
"2013-07-17","8:19:51 PM",42.0070816667,-87.78255
"2013-07-17","8:20:01 PM",42.0067466667,-87.782525
"2013-07-17","8:20:11 PM",42.006325,-87.782185
"2013-07-17","8:20:21 PM",42.006025,-87.7825066667
"2013-07-17","8:20:31 PM",42.0057316667,-87.7830666667
"2013-07-17","8:20:41 PM",42.00524,-87.7826733333
"2013-07-17","8:21:01 PM",42.00439,-87.7812516667
"2013-07-17","8:21:11 PM",42.0046316667,-87.7807116667
"2013-07-17","8:21:21 PM",42.0048933333,-87.7801183333
"2013-07-17","8:21:31 PM",42.00517,-87.7796366667
"2013-07-17","8:21:41 PM",42.0054166667,-87.7791566667
"2013-07-17","8:21:51 PM",42.0056733333,-87.7786583333
"2013-07-17","8:22:01 PM",42.0059666667,-87.77811
"2013-07-17","8:22:11 PM",42.006245,-87.7775283333
"2013-07-17","8:22:21 PM",42.006505,-87.77699
"2013-07-17","8:22:31 PM",42.006745,-87.77649
"2013-07-17","8:22:41 PM",42.00701,-87.7758883333
"2013-07-17","8:22:51 PM",42.0072266667,-87.7753016667
"2013-07-17","8:23:01 PM",42.0074566667,-87.77491
"2013-07-17","8:23:11 PM",42.0077516667,-87.7743333333
"2013-07-17","8:23:21 PM",42.0080383333,-87.7738
"2013-07-17","8:23:31 PM",42.0083216667,-87.77316
"2013-07-17","8:23:41 PM",42.0085833333,-87.7725116667
"2013-07-17","8:23:51 PM",42.00842,-87.77211
"2013-07-17","8:24:01 PM",42.0079783333,-87.7718116667
"2013-07-17","8:24:11 PM",42.00771,-87.7719433333
"2013-07-17","8:24:21 PM",42.0073683333,-87.7725516667
"2013-07-17","8:24:31 PM",42.0070933333,-87.773175
"2013-07-17","8:24:41 PM",42.0067716667,-87.7737566667
"2013-07-17","8:24:51 PM",42.0064633333,-87.7742283333
"2013-07-17","8:25:01 PM",42.0062066667,-87.7748116667
"2013-07-17","8:25:11 PM",42.0058866667,-87.7753433333
"2013-07-17","8:25:21 PM",42.0055416667,-87.77593
"2013-07-17","8:25:31 PM",42.0052283333,-87.776585
"2013-07-17","8:25:41 PM",42.0049083333,-87.77724
"2013-07-17","8:25:51 PM",42.0045633333,-87.77794
"2013-07-17","8:26:01 PM",42.00422,-87.778655
"2013-07-17","8:26:11 PM",42.00389,-87.7793916667
"2013-07-17","8:26:31 PM",42.0035616667,-87.77961
"2013-07-17","8:26:41 PM",42.0032116667,-87.7788233333
"2013-07-17","8:26:51 PM",42.0033,-87.7781083333
"2013-07-17","8:27:01 PM",42.003595,-87.77757
"2013-07-17","8:27:11 PM",42.0038333333,-87.7770933333
"2013-07-17","8:27:21 PM",42.0040683333,-87.7766366667
"2013-07-17","8:27:31 PM",42.00431,-87.7761833333
"2013-07-17","8:27:41 PM",42.004565,-87.77562
"2013-07-17","8:27:51 PM",42.0048016667,-87.7750283333
"2013-07-17","8:28:01 PM",42.0050183333,-87.7745716667
"2013-07-17","8:28:11 PM",42.0052416667,-87.7740566667
"2013-07-17","8:28:21 PM",42.0054916667,-87.7735033333
"2013-07-17","8:28:31 PM",42.0057583333,-87.772885
"2013-07-17","8:28:41 PM",42.00605,-87.7722866667
"2013-07-17","8:28:51 PM",42.0063583333,-87.771685
"2013-07-17","8:29:01 PM",42.00662,-87.77117
"2013-07-17","8:29:21 PM",42.0061566667,-87.7707516667
"2013-07-17","8:29:31 PM",42.005645,-87.770435
"2013-07-17","8:29:41 PM",42.0052083333,-87.7703933333
"2013-07-17","8:29:51 PM",42.0047566667,-87.770705
"2013-07-17","8:30:01 PM",42.0042966667,-87.7710416667
"2013-07-17","8:30:11 PM",42.0038683333,-87.7713083333
"2013-07-17","8:30:21 PM",42.0040716667,-87.771905
"2013-07-17","8:30:31 PM",42.00441,-87.7725883333
"2013-07-17","8:30:41 PM",42.0046816667,-87.77265
"2013-07-17","8:30:51 PM",42.0049616667,-87.77205
"2013-07-17","8:31:01 PM",42.0050333333,-87.7715816667
"2013-07-17","8:31:11 PM",42.0053283333,-87.7712283333
"2013-07-17","8:31:21 PM",42.005225,-87.7707133333
"2013-07-17","8:31:31 PM",42.0049366667,-87.7703333333
"2013-07-17","8:31:41 PM",42.0044616667,-87.7707233333
"2013-07-17","8:31:51 PM",42.0039266667,-87.7711333333
"2013-07-17","8:32:01 PM",42.0039883333,-87.7716466667
"2013-07-17","8:32:11 PM",42.00416,-87.77232
"2013-07-17","8:32:21 PM",42.00361,-87.772715
"2013-07-17","8:32:31 PM",42.0030933333,-87.7731316667
"2013-07-17","8:32:41 PM",42.0026,-87.7735216667
"2013-07-17","8:32:51 PM",42.00212,-87.7739
"2013-07-17","8:33:01 PM",42.0016183333,-87.7742933333
"2013-07-17","8:33:31 PM",42.0008966667,-87.77403
"2013-07-17","8:33:41 PM",42.0009116667,-87.7735166667
"2013-07-17","8:33:51 PM",42.0013233333,-87.773185
"2013-07-17","8:34:01 PM",42.001765,-87.7728183333
"2013-07-17","8:34:11 PM",42.0020916667,-87.772565
"2013-07-17","8:35:21 PM",42.002005,-87.7721833333
"2013-07-17","8:35:31 PM",42.00175,-87.771615
"2013-07-17","8:35:41 PM",42.0012283333,-87.7720016667
"2013-07-17","8:35:51 PM",42.0006683333,-87.7724533333
"2013-07-17","8:36:01 PM",42.00031,-87.7729466667
"2013-07-17","8:36:11 PM",42.0006883333,-87.7737116667
"2013-07-17","8:36:31 PM",42.0014816667,-87.77542
"2013-07-17","8:36:41 PM",42.0018266667,-87.7757533333
"2013-07-17","8:36:51 PM",42.00233,-87.7753016667
"2013-07-17","8:37:01 PM",42.0026983333,-87.7756683333
"2013-07-17","8:37:11 PM",42.0028133333,-87.7764233333
"2013-07-17","8:37:21 PM",42.0025316667,-87.776625
"2013-07-17","8:37:31 PM",42.0028333333,-87.776345
"2013-07-17","8:37:41 PM",42.0026916667,-87.77562
"2013-07-17","8:37:51 PM",42.0026083333,-87.77504
"2013-07-17","8:38:01 PM",42.00311,-87.774635
"2013-07-17","8:38:11 PM",42.0035783333,-87.7742633333
"2013-07-17","8:38:21 PM",42.0041016667,-87.7738433333
"2013-07-17","8:38:31 PM",42.0045816667,-87.7734433333
"2013-07-17","8:38:41 PM",42.0048616667,-87.77384
"2013-07-17","8:38:51 PM",42.0050483333,-87.7739216667
"2013-07-17","8:39:01 PM",42.0053883333,-87.7732683333
"2013-07-17","8:39:11 PM",42.0056816667,-87.7725633333
"2013-07-17","8:39:21 PM",42.0059633333,-87.7720383333
"2013-07-17","8:39:31 PM",42.0062466667,-87.7725366667
"2013-07-17","8:39:41 PM",42.0065283333,-87.773075
"2013-07-17","8:39:51 PM",42.0068433333,-87.7737066667
"2013-07-17","8:40:01 PM",42.007135,-87.7742983333
"2013-07-17","8:40:11 PM",42.00745,-87.7740933333
"2013-07-17","8:40:21 PM",42.0077866667,-87.7734116667
"2013-07-17","8:40:31 PM",42.0081433333,-87.77275
"2013-07-17","8:40:41 PM",42.008455,-87.7720883333
"2013-07-17","8:41:21 PM",42.0084716667,-87.7717666667
"2013-07-17","8:41:31 PM",42.00797,-87.771475
"2013-07-17","8:41:41 PM",42.0074216667,-87.7711766667
"2013-07-17","8:41:51 PM",42.0067866667,-87.7708383333
"2013-07-17","8:42:01 PM",42.00617,-87.77049
"2013-07-17","8:42:11 PM",42.0055666667,-87.7701516667
"2013-07-17","8:42:21 PM",42.0049366667,-87.7698033333
"2013-07-17","8:42:31 PM",42.0043316667,-87.7694683333
"2013-07-17","8:42:41 PM",42.003815,-87.769175
"2013-07-17","8:42:51 PM",42.0032833333,-87.76888
"2013-07-17","8:43:01 PM",42.0027783333,-87.7685933333
"2013-07-17","8:43:11 PM",42.0022083333,-87.7682866667
"2013-07-17","8:43:21 PM",42.0016316667,-87.767975
"2013-07-17","8:43:31 PM",42.0010566667,-87.767655
"2013-07-17","8:43:41 PM",42.0004883333,-87.7673466667
"2013-07-17","8:43:51 PM",41.9999066667,-87.7670383333
"2013-07-17","8:44:01 PM",41.99924,-87.7666816667
"2013-07-17","8:44:11 PM",41.9984983333,-87.7663233333
"2013-07-17","8:44:21 PM",41.9978833333,-87.7660466667
"2013-07-17","10:49:04 AM",41.9731416667,-87.8702516667
"2013-07-17","10:49:14 AM",41.97314,-87.8707366667
"2013-07-17","10:49:24 AM",41.9728533333,-87.8710233333
"2013-07-17","10:49:34 AM",41.9726166667,-87.870615
"2013-07-17","10:49:44 AM",41.97271,-87.87015
"2013-07-17","8:01:37 PM",41.72879,-87.6428716667
"2013-07-17","8:01:47 PM",41.72879,-87.642375
"2013-07-17","8:01:57 PM",41.728815,-87.6419416667
"2013-07-17","8:02:07 PM",41.72881,-87.6412633333
"2013-07-17","8:02:17 PM",41.7288316667,-87.6405283333
"2013-07-17","8:02:27 PM",41.7288483333,-87.639855
"2013-07-17","8:02:37 PM",41.7288483333,-87.639005
"2013-07-17","8:02:47 PM",41.7288733333,-87.63821
"2013-07-17","8:02:57 PM",41.7288866667,-87.6374816667
"2013-07-17","8:03:07 PM",41.7288933333,-87.6366683333
"2013-07-17","8:03:17 PM",41.7288766667,-87.6361183333
"2013-07-17","8:03:27 PM",41.7289083333,-87.6354583333
"2013-07-17","8:03:37 PM",41.7287816667,-87.6350533333
"2013-07-17","8:03:47 PM",41.728205,-87.635035
"2013-07-17","8:03:57 PM",41.7275366667,-87.6350133333
"2013-07-17","8:04:17 PM",41.7270983333,-87.6354083333
"2013-07-17","8:04:27 PM",41.7270883333,-87.6359933333
"2013-07-17","8:04:37 PM",41.7270666667,-87.63649
"2013-07-17","8:04:47 PM",41.7270666667,-87.6371316667
"2013-07-17","8:04:57 PM",41.7270583333,-87.6377933333
"2013-07-17","8:05:07 PM",41.7270316667,-87.638675
"2013-07-17","8:05:17 PM",41.7270366667,-87.639535
"2013-07-17","8:05:27 PM",41.727005,-87.6404416667
"2013-07-17","8:05:37 PM",41.7269933333,-87.641005
"2013-07-17","8:05:47 PM",41.7269633333,-87.6415766667
"2013-07-17","8:05:57 PM",41.72695,-87.6424116667
"2013-07-17","8:06:17 PM",41.7269533333,-87.6430083333
"2013-07-17","8:06:27 PM",41.7265933333,-87.6432933333
"2013-07-17","8:07:07 PM",41.725135,-87.6425166667
"2013-07-17","8:07:17 PM",41.725155,-87.641645
"2013-07-17","8:07:27 PM",41.7251466667,-87.640805
"2013-07-17","8:07:37 PM",41.7251716667,-87.6399283333
"2013-07-17","8:07:47 PM",41.7251783333,-87.6391033333
"2013-07-17","8:07:57 PM",41.7251983333,-87.6381283333
"2013-07-17","8:08:07 PM",41.7252116667,-87.6371333333
"2013-07-17","8:08:17 PM",41.7252316667,-87.6361816667
"2013-07-17","8:08:27 PM",41.7252483333,-87.63528
"2013-07-17","8:08:37 PM",41.7250016667,-87.63487
"2013-07-17","8:08:47 PM",41.72434,-87.6348533333
"2013-07-17","8:08:57 PM",41.72375,-87.634835
"2013-07-17","8:09:07 PM",41.72343,-87.6349383333
"2013-07-17","8:09:17 PM",41.7234116667,-87.635655
"2013-07-17","8:09:27 PM",41.7234033333,-87.6364983333
"2013-07-17","8:09:37 PM",41.72338,-87.6371466667
"2013-07-17","8:09:47 PM",41.7233666667,-87.6379733333
"2013-07-17","8:09:57 PM",41.7233616667,-87.638805
"2013-07-17","8:10:07 PM",41.7233416667,-87.6397816667
"2013-07-17","8:10:17 PM",41.7233133333,-87.640825
"2013-07-17","8:10:27 PM",41.7233083333,-87.6418166667
"2013-07-17","8:10:37 PM",41.723285,-87.6426533333
"2013-07-17","8:11:07 PM",41.7220316667,-87.6431683333
"2013-07-17","8:11:27 PM",41.7217716667,-87.6431616667
"2013-07-17","8:11:37 PM",41.7214416667,-87.6424266667
"2013-07-17","8:12:17 PM",41.7215283333,-87.6373233333
"2013-07-17","8:12:47 PM",41.7219216667,-87.6359616667
"2013-07-17","8:12:57 PM",41.7225433333,-87.6359733333
"2013-07-17","8:13:07 PM",41.72312,-87.6360066667
"2013-07-17","8:13:17 PM",41.72372,-87.6360233333
"2013-07-17","8:13:27 PM",41.72423,-87.6360416667
"2013-07-17","8:13:37 PM",41.7247233333,-87.636055
"2013-07-17","8:13:47 PM",41.7253133333,-87.6360733333
"2013-07-17","8:13:57 PM",41.7258583333,-87.6361
"2013-07-17","8:14:07 PM",41.7263633333,-87.6361083333
"2013-07-17","8:14:17 PM",41.7268883333,-87.6361133333
"2013-07-17","8:14:27 PM",41.7273666667,-87.6361466667
"2013-07-17","8:14:37 PM",41.7279716667,-87.6361616667
"2013-07-17","8:14:47 PM",41.7286266667,-87.6361783333
"2013-07-17","8:14:57 PM",41.729195,-87.6362083333
"2013-07-17","8:15:07 PM",41.7297083333,-87.636225
"2013-07-17","8:15:17 PM",41.7298116667,-87.63654
"2013-07-17","8:15:27 PM",41.72981,-87.637025
"2013-07-17","8:15:37 PM",41.7297583333,-87.6374233333
"2013-07-17","8:15:47 PM",41.7291016667,-87.6373916667
"2013-07-17","8:15:57 PM",41.7284716667,-87.6373783333
"2013-07-17","8:16:07 PM",41.7277516667,-87.6373516667
"2013-07-17","8:16:17 PM",41.7270666667,-87.637335
"2013-07-17","8:16:27 PM",41.72643,-87.6373183333
"2013-07-17","8:16:37 PM",41.7258933333,-87.6372983333
"2013-07-17","8:16:47 PM",41.7254083333,-87.63729
"2013-07-17","8:16:57 PM",41.7246933333,-87.63728
"2013-07-17","8:17:07 PM",41.7241916667,-87.63725
"2013-07-17","8:17:17 PM",41.7236616667,-87.6372383333
"2013-07-17","8:17:27 PM",41.7230966667,-87.63722
"2013-07-17","8:18:37 PM",41.7216716667,-87.6371483333
"2013-07-17","8:18:57 PM",41.72163,-87.635105
"2013-07-17","8:19:07 PM",41.72168,-87.634815
"2013-07-17","8:19:47 PM",41.72207,-87.6348033333
"2013-07-17","8:19:57 PM",41.72238,-87.63482
"2013-07-17","8:20:07 PM",41.722915,-87.6348433333
"2013-07-17","8:20:17 PM",41.7234816667,-87.634855
"2013-07-17","8:20:27 PM",41.724125,-87.6348766667
"2013-07-17","8:20:37 PM",41.7247733333,-87.6349033333
"2013-07-17","8:20:47 PM",41.7254683333,-87.634895
"2013-07-17","8:20:57 PM",41.7261916667,-87.6349066667
"2013-07-17","8:21:07 PM",41.7267733333,-87.634925
"2013-07-17","8:21:27 PM",41.7282816667,-87.6349716667
"2013-07-17","8:21:37 PM",41.72888,-87.63507
"2013-07-17","8:21:47 PM",41.72889,-87.63594
"2013-07-17","8:21:57 PM",41.72888,-87.6367983333
"2013-07-17","8:22:07 PM",41.728675,-87.6373766667
"2013-07-17","8:22:17 PM",41.7279683333,-87.6373466667
"2013-07-17","8:22:27 PM",41.7272683333,-87.637325
"2013-07-17","8:22:37 PM",41.7265866667,-87.6373066667
"2013-07-17","8:22:47 PM",41.72608,-87.6372816667
"2013-07-17","8:22:57 PM",41.7255616667,-87.6372766667
"2013-07-17","8:23:07 PM",41.7248716667,-87.6372633333
"2013-07-17","8:23:17 PM",41.7243566667,-87.6372466667
"2013-07-17","8:23:27 PM",41.7238883333,-87.6372283333
"2013-07-17","8:23:37 PM",41.7234433333,-87.6372266667
"2013-07-17","8:23:47 PM",41.722795,-87.6372116667
"2013-07-17","8:24:37 PM",41.72221,-87.6371933333
"2013-07-17","8:25:47 PM",41.7216733333,-87.63777
"2013-07-17","8:25:57 PM",41.721805,-87.6384
"2013-07-17","8:26:07 PM",41.7224233333,-87.63841
"2013-07-17","8:26:17 PM",41.723065,-87.6384233333
"2013-07-17","8:26:27 PM",41.7237066667,-87.6384433333
"2013-07-17","8:26:37 PM",41.7242516667,-87.6384483333
"2013-07-17","8:26:47 PM",41.724765,-87.6384666667
"2013-07-17","8:26:57 PM",41.7253416667,-87.6384933333
"2013-07-17","8:27:07 PM",41.7260366667,-87.63851
"2013-07-17","8:27:17 PM",41.7267516667,-87.6385233333
"2013-07-17","8:27:27 PM",41.7273716667,-87.638525
"2013-07-17","8:27:37 PM",41.7280466667,-87.6385566667
"2013-07-17","8:27:47 PM",41.7286716667,-87.63855
"2013-07-17","8:27:57 PM",41.7287633333,-87.63915
"2013-07-17","8:28:17 PM",41.7283,-87.639735
"2013-07-17","8:28:27 PM",41.7276233333,-87.639715
